Test_ID,Replicas,Interference,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P99_Latency,Max_Latency
1replicas_scenario6_600rps,1,1_stress-ng_l3_pod,600,584.01,598.6,484.0,791.0,1140.0,1800.0,2640.0
1replicas_scenario6_1100rps,1,1_stress-ng_l3_pod,1100,1095.6,94.93,85.0,102.0,146.0,286.0,3460.0
1replicas_scenario6_1600rps,1,1_stress-ng_l3_pod,1600,1564.01,548.47,490.0,693.0,940.0,1350.0,3840.0
1replicas_scenario6_2100rps,1,1_stress-ng_l3_pod,2100,2093.66,108.26,95.0,125.0,161.0,276.0,3270.0
1replicas_scenario6_2600rps,1,1_stress-ng_l3_pod,2600,2592.59,112.97,95.0,121.0,178.0,316.0,3680.0
1replicas_scenario7_100rps,1,2_stress-ng_l3_pods,100,95.61,2740.0,2560.0,3890.0,5000.0,6830.0,10350.0
1replicas_scenario7_600rps,1,2_stress-ng_l3_pods,600,583.99,2690.0,2510.0,3880.0,4790.0,6450.0,24060.0
1replicas_scenario7_1100rps,1,2_stress-ng_l3_pods,1100,1095.59,262.67,206.0,301.0,423.0,1020.0,4930.0
1replicas_scenario7_1600rps,1,2_stress-ng_l3_pods,1600,1594.44,278.56,222.0,334.0,474.0,960.0,8470.0
1replicas_scenario7_2100rps,1,2_stress-ng_l3_pods,2100,2093.62,254.17,208.0,303.0,417.0,849.0,4390.0
1replicas_scenario7_2600rps,1,2_stress-ng_l3_pods,2600,2592.56,396.23,327.0,470.0,704.0,1440.0,10100.0
1replicas_scenario8_100rps,1,4_stress-ng_l3_pods,100,95.6,19490.0,15900.0,28110.0,41180.0,62270.0,70650.0
1replicas_scenario8_600rps,1,4_stress-ng_l3_pods,600,595.96,1560.0,860.0,2080.0,3830.0,8020.0,18480.0
1replicas_scenario8_1100rps,1,4_stress-ng_l3_pods,1100,1073.91,15540.0,12760.0,22620.0,33920.0,49730.0,68670.0
1replicas_scenario8_1600rps,1,4_stress-ng_l3_pods,1600,1563.86,14230.0,11500.0,19740.0,30290.0,49630.0,67200.0
1replicas_scenario8_2100rps,1,4_stress-ng_l3_pods,2100,2054.82,13910.0,11950.0,19650.0,27610.0,45820.0,76100.0
1replicas_scenario8_2600rps,1,4_stress-ng_l3_pods,2600,2543.79,13170.0,11530.0,18770.0,26420.0,43040.0,69180.0
1replicas_scenario9_100rps,1,8_stress-ng_l3_pods,100,95.6,26790.0,22530.0,37500.0,52320.0,80890.0,98370.0
1replicas_scenario9_600rps,1,8_stress-ng_l3_pods,600,583.98,27600.0,25360.0,42010.0,53470.0,73980.0,87040.0
1replicas_scenario9_1100rps,1,8_stress-ng_l3_pods,1100,1073.92,23120.0,18660.0,34240.0,48930.0,70590.0,134530.0
1replicas_scenario9_1600rps,1,8_stress-ng_l3_pods,1600,1563.9,22780.0,18400.0,32860.0,46970.0,69120.0,96770.0
1replicas_scenario9_2100rps,1,8_stress-ng_l3_pods,2100,2093.32,4350.0,2190.0,4900.0,10120.0,35330.0,138880.0
1replicas_scenario9_2600rps,1,8_stress-ng_l3_pods,2600,2592.17,5650.0,3060.0,7220.0,14450.0,34590.0,60580.0
1replicas_scenario10_100rps,1,1_iBench_memBW_pod,100,96.02,102.01,80.0,103.0,146.0,381.0,4470.0
1replicas_scenario10_600rps,1,1_iBench_memBW_pod,600,595.99,109.93,79.0,107.0,192.0,528.0,2810.0
1replicas_scenario10_1100rps,1,1_iBench_memBW_pod,1100,1095.63,90.34,78.0,98.0,134.0,255.0,2110.0
1replicas_scenario10_1600rps,1,1_iBench_memBW_pod,1600,1594.49,93.62,80.0,97.0,133.0,289.0,3850.0
1replicas_scenario10_2100rps,1,1_iBench_memBW_pod,2100,2054.05,489.76,443.0,623.0,800.0,1240.0,4590.0
1replicas_scenario10_2600rps,1,1_iBench_memBW_pod,2600,2592.56,95.36,85.0,106.0,137.0,255.0,3750.0
1replicas_scenario11_100rps,1,2_iBench_memBW_pods,100,96.01,138.12,94.0,135.0,224.0,823.0,1830.0
1replicas_scenario11_600rps,1,2_iBench_memBW_pods,600,584.0,2009.9999999999998,1840.0,2970.0,3770.0,5050.0,9460.0
1replicas_scenario11_1100rps,1,2_iBench_memBW_pods,1100,1074.02,1450.0,1290.0,2080.0,2770.0,4120.0,8240.0
1replicas_scenario11_1600rps,1,2_iBench_memBW_pods,1600,1563.96,1440.0,1330.0,2000.0,2580.0,3650.0,9800.0
1replicas_scenario11_2100rps,1,2_iBench_memBW_pods,2100,2053.99,1470.0,1340.0,2080.0,2710.0,3930.0,9710.0
1replicas_scenario11_2600rps,1,2_iBench_memBW_pods,2600,2592.54,181.89,143.0,226.0,326.0,613.0,6390.0
1replicas_scenario12_100rps,1,4_iBench_memBW_pods,100,95.6,8910.0,6750.0,12020.0,20460.0,31390.0,36740.0
1replicas_scenario12_600rps,1,4_iBench_memBW_pods,600,583.98,10600.0,8840.0,14740.0,22400.0,33530.0,47520.0
1replicas_scenario12_1100rps,1,4_iBench_memBW_pods,1100,1095.6,849.96,208.0,696.0,2760.0,6880.0,11180.0
1replicas_scenario12_1600rps,1,4_iBench_memBW_pods,1600,1594.44,1100.0,312.0,1450.0,3190.0,7580.0,14290.0
1replicas_scenario12_2100rps,1,4_iBench_memBW_pods,2100,2093.59,1120.0,329.0,1520.0,3140.0,7600.0,27840.0
1replicas_scenario12_2600rps,1,4_iBench_memBW_pods,2600,2543.64,6870.0,6120.0,9710.0,13550.0,22450.0,42300.0
1replicas_scenario13_100rps,1,8_iBench_memBW_pods,100,95.6,12450.0,10600.0,17340.0,26480.0,45310.0,50850.0
1replicas_scenario13_600rps,1,8_iBench_memBW_pods,600,595.98,1300.0,297.0,1760.0,4140.0,8380.0,15260.0
1replicas_scenario13_1100rps,1,8_iBench_memBW_pods,1100,1074.02,7780.0,6940.0,10780.0,15430.0,27040.0,40830.0
1replicas_scenario13_1600rps,1,8_iBench_memBW_pods,1600,1563.92,6880.0,6260.0,9540.0,13340.0,23760.0,39840.0
1replicas_scenario13_2100rps,1,8_iBench_memBW_pods,2100,2093.66,1410.0,402.0,1900.0,4230.0,8430.0,16930.0
1replicas_scenario13_2600rps,1,8_iBench_memBW_pods,2600,2543.9,7010.0,6110.0,9810.0,14350.0,24220.0,42750.0
2replicas_scenario0_100rps,2,Baseline0,100,96.02,78.98,65.0,87.0,123.0,270.0,406.0
2replicas_scenario0_600rps,2,Baseline0,600,584.03,460.41,367.0,594.0,940.0,1580.0,2310.0
2replicas_scenario0_1100rps,2,Baseline0,1100,1074.09,494.85,405.0,671.0,940.0,1590.0,2580.0
2replicas_scenario0_1600rps,2,Baseline0,1600,1563.95,373.59,302.0,477.0,706.0,1190.0,2050.0
2replicas_scenario0_2100rps,2,Baseline0,2100,2054.02,464.77,383.0,597.0,880.0,1540.0,3380.0
2replicas_scenario0_2600rps,2,Baseline0,2600,2543.89,549.13,460.0,701.0,1020.0,1760.0,3330.0
2replicas_scenario1_100rps,2,Baseline1,100,96.02,73.55,60.0,73.0,109.0,260.0,2490.0
2replicas_scenario1_600rps,2,Baseline1,600,583.99,368.29,267.0,431.0,813.0,1500.0,2270.0
2replicas_scenario1_1100rps,2,Baseline1,1100,1074.03,627.11,549.0,820.0,1130.0,1800.0,3100.0
2replicas_scenario1_1600rps,2,Baseline1,1600,1594.47,78.71,66.0,85.0,115.0,236.0,3750.0
2replicas_scenario1_2100rps,2,Baseline1,2100,2054.14,777.8,683.0,1070.0,1430.0,2170.0,3160.0
2replicas_scenario1_2600rps,2,Baseline1,2600,2544.22,880.0,794.0,1180.0,1570.0,2320.0,3790.0
2replicas_scenario2_100rps,2,1_iBench_CPU_pod,100,96.02,140.39,76.0,117.0,170.0,2150.0,3860.0
2replicas_scenario2_600rps,2,1_iBench_CPU_pod,600,584.04,667.42,453.0,838.0,1420.0,3170.0,6660.0
2replicas_scenario2_1100rps,2,1_iBench_CPU_pod,1100,1095.65,113.12,69.0,91.0,136.0,1370.0,6290.0
2replicas_scenario2_1600rps,2,1_iBench_CPU_pod,1600,1564.03,930.0,770.0,1180.0,1650.0,3650.0,10000.0
2replicas_scenario2_2100rps,2,1_iBench_CPU_pod,2100,2054.0,662.73,452.0,802.0,1350.0,3480.0,6070.0
2replicas_scenario2_2600rps,2,1_iBench_CPU_pod,2600,2543.96,651.16,453.0,765.0,1330.0,3320.0,8260.0
2replicas_scenario3_100rps,2,2_iBench_CPU_pods,100,96.02,174.43,66.0,105.0,160.0,2620.0,5390.0
2replicas_scenario3_600rps,2,2_iBench_CPU_pods,600,595.99,153.41,69.0,112.0,195.0,2360.0,5000.0
2replicas_scenario3_1100rps,2,2_iBench_CPU_pods,1100,1095.62,145.89,72.0,109.0,167.0,2350.0,4040.0
2replicas_scenario3_1600rps,2,2_iBench_CPU_pods,1600,1563.96,845.79,600.0,1080.0,1730.0,3750.0,8029.999999999999
2replicas_scenario3_2100rps,2,2_iBench_CPU_pods,2100,2093.63,236.52,116.0,188.0,379.0,2640.0,6560.0
2replicas_scenario3_2600rps,2,2_iBench_CPU_pods,2600,2592.58,228.23,115.0,188.0,354.0,2600.0,7130.0
2replicas_scenario4_100rps,2,4_iBench_CPU_pods,100,96.02,321.38,65.0,109.0,1080.0,3530.0,7340.0
2replicas_scenario4_600rps,2,4_iBench_CPU_pods,600,596.0,311.35,66.0,115.0,1050.0,3330.0,7620.0
2replicas_scenario4_1100rps,2,4_iBench_CPU_pods,1100,1095.62,279.34,74.0,118.0,473.0,3420.0,7470.0
2replicas_scenario4_1600rps,2,4_iBench_CPU_pods,1600,1564.23,1040.0,562.0,1270.0,2710.0,5000.0,10800.0
2replicas_scenario4_2100rps,2,4_iBench_CPU_pods,2100,2093.68,281.2,90.0,157.0,502.0,3170.0,7320.0
2replicas_scenario4_2600rps,2,4_iBench_CPU_pods,2600,2592.59,304.67,96.0,183.0,688.0,3300.0,9430.0
2replicas_scenario5_100rps,2,8_iBench_CPU_pods,100,95.61,3240.0,3030.0,4450.0,6610.0,9330.0,10850.0
2replicas_scenario5_600rps,2,8_iBench_CPU_pods,600,584.07,3360.0,3080.0,4990.0,6900.0,9830.0,13470.0
2replicas_scenario5_1100rps,2,8_iBench_CPU_pods,1100,1095.61,300.24,64.0,111.0,1000.0,3490.0,8720.0
2replicas_scenario5_1600rps,2,8_iBench_CPU_pods,1600,1564.01,2290.0,1910.0,3420.0,4920.0,7740.0,21570.0
2replicas_scenario5_2100rps,2,8_iBench_CPU_pods,2100,2093.55,409.37,103.0,224.0,1320.0,3730.0,46720.0
2replicas_scenario5_2600rps,2,8_iBench_CPU_pods,2600,2543.81,2280.0,1950.0,3360.0,4820.0,7700.0,25870.0
2replicas_scenario6_100rps,2,1_stress-ng_l3_pod,100,96.02,110.69,93.0,111.0,164.0,351.0,2580.0
2replicas_scenario6_600rps,2,1_stress-ng_l3_pod,600,596.0,78.11,71.0,85.0,108.0,188.0,2520.0
2replicas_scenario6_1100rps,2,1_stress-ng_l3_pod,1100,1095.61,102.59,95.0,109.0,139.0,231.0,2400.0
2replicas_scenario6_1600rps,2,1_stress-ng_l3_pod,1600,1564.11,501.18,432.0,626.0,890.0,1390.0,5030.0
2replicas_scenario6_2100rps,2,1_stress-ng_l3_pod,2100,2054.06,552.21,487.0,704.0,950.0,1410.0,5830.0
2replicas_scenario6_2600rps,2,1_stress-ng_l3_pod,2600,2544.11,564.55,503.0,725.0,930.0,1360.0,3210.0
2replicas_scenario7_100rps,2,2_stress-ng_l3_pods,100,96.02,329.36,211.0,325.0,562.0,1960.0,2600.0
2replicas_scenario7_600rps,2,2_stress-ng_l3_pods,600,584.0,2830.0,2640.0,4100.0,5150.0,6740.0,11570.0
2replicas_scenario7_1100rps,2,2_stress-ng_l3_pods,1100,1074.02,2500.0,2260.0,3360.0,4510.0,6790.0,12190.0
2replicas_scenario7_1600rps,2,2_stress-ng_l3_pods,1600,1594.46,344.22,263.0,409.0,632.0,1350.0,7220.0
2replicas_scenario7_2100rps,2,2_stress-ng_l3_pods,2100,2093.66,394.26,323.0,482.0,709.0,1330.0,11150.0
2replicas_scenario7_2600rps,2,2_stress-ng_l3_pods,2600,2543.9,2180.0,2040.0,2810.0,3680.0,5660.0,15480.0
2replicas_scenario8_100rps,2,4_stress-ng_l3_pods,100,95.6,8920.0,7280.0,11750.0,17710.0,35490.0,51010.0
2replicas_scenario8_600rps,2,4_stress-ng_l3_pods,600,583.98,7350.0,5640.0,10190.0,15860.0,29930.0,49090.0
2replicas_scenario8_1100rps,2,4_stress-ng_l3_pods,1100,1095.57,1030.0,534.0,1550.0,2400.0,4930.0,11300.0
2replicas_scenario8_1600rps,2,4_stress-ng_l3_pods,1600,1563.86,6420.0,5130.0,8340.0,12980.0,23420.0,41150.0
2replicas_scenario8_2100rps,2,4_stress-ng_l3_pods,2100,2053.98,2120.0,1520.0,2870.0,4680.0,10210.0,25630.0
2replicas_scenario8_2600rps,2,4_stress-ng_l3_pods,2600,2592.28,1370.0,799.0,1980.0,3020.0,6950.0,20850.0
2replicas_scenario9_100rps,2,8_stress-ng_l3_pods,100,95.6,7530.0,6550.0,10140.0,13930.0,23790.0,39420.0
2replicas_scenario9_600rps,2,8_stress-ng_l3_pods,600,583.95,8690.0,6240.0,11190.0,19250.0,38940.0,57890.0
2replicas_scenario9_1100rps,2,8_stress-ng_l3_pods,1100,1073.98,6410.0,5230.0,8480.0,12150.0,23760.0,38170.0
2replicas_scenario9_1600rps,2,8_stress-ng_l3_pods,1600,1563.85,6140.0,4850.0,7960.0,12130.0,22290.0,40900.0
2replicas_scenario9_2100rps,2,8_stress-ng_l3_pods,2100,2055.63,5650.0,4920.0,7420.0,10260.0,17450.0,36740.0
2replicas_scenario9_2600rps,2,8_stress-ng_l3_pods,2600,2543.68,6930.0,5570.0,9240.0,13410.0,24580.0,59460.0
2replicas_scenario10_100rps,2,1_iBench_memBW_pod,100,95.6,520.42,447.0,679.0,940.0,1370.0,1660.0
2replicas_scenario10_600rps,2,1_iBench_memBW_pod,600,584.01,566.06,457.0,747.0,1070.0,1660.0,4880.0
2replicas_scenario10_1100rps,2,1_iBench_memBW_pod,1100,1095.61,102.28,84.0,103.0,162.0,318.0,3120.0
2replicas_scenario10_1600rps,2,1_iBench_memBW_pod,1600,1563.96,366.23,324.0,454.0,595.0,990.0,3350.0
2replicas_scenario10_2100rps,2,1_iBench_memBW_pod,2100,2093.68,91.2,83.0,102.0,127.0,207.0,2950.0
2replicas_scenario10_2600rps,2,1_iBench_memBW_pod,2600,2592.52,105.83,90.0,117.0,166.0,305.0,2900.0
2replicas_scenario11_100rps,2,2_iBench_memBW_pods,100,95.6,2020.0,1880.0,2950.0,3820.0,5010.0,6030.0
2replicas_scenario11_600rps,2,2_iBench_memBW_pods,600,583.99,1630.0,1420.0,2280.0,3100.0,5270.0,10810.0
2replicas_scenario11_1100rps,2,2_iBench_memBW_pods,1100,1095.6,161.48,112.0,156.0,265.0,870.0,5150.0
2replicas_scenario11_1600rps,2,2_iBench_memBW_pods,1600,1594.47,182.51,125.0,200.0,340.0,880.0,4990.0
2replicas_scenario11_2100rps,2,2_iBench_memBW_pods,2100,2054.0,1430.0,1340.0,1950.0,2530.0,3880.0,8240.0
2replicas_scenario11_2600rps,2,2_iBench_memBW_pods,2600,2543.9,1500.0,1350.0,2060.0,2770.0,4110.0,12270.0
2replicas_scenario12_100rps,2,4_iBench_memBW_pods,100,96.01,842.49,205.0,640.0,2780.0,6560.0,9420.0
2replicas_scenario12_600rps,2,4_iBench_memBW_pods,600,583.96,5310.0,4960.0,7580.0,9970.0,14650.0,28610.0
2replicas_scenario12_1100rps,2,4_iBench_memBW_pods,1100,1074.03,4170.0,3610.0,5910.0,8270.0,13410.0,37850.0
2replicas_scenario12_1600rps,2,4_iBench_memBW_pods,1600,1594.44,3220.0,241.0,693.0,2740.0,57850.0,444670.0
2replicas_scenario12_2100rps,2,4_iBench_memBW_pods,2100,2093.48,850.0,271.0,760.0,2610.0,6710.0,13650.0
2replicas_scenario12_2600rps,2,4_iBench_memBW_pods,2600,2543.56,3390.0,2810.0,4960.0,7080.0,11570.0,34490.0
2replicas_scenario13_100rps,2,8_iBench_memBW_pods,100,95.6,5430.0,5100.0,7770.0,10140.0,14640.0,33440.0
2replicas_scenario13_600rps,2,8_iBench_memBW_pods,600,583.98,5760.0,5150.0,8260.0,10570.0,19120.0,31740.0
2replicas_scenario13_1100rps,2,8_iBench_memBW_pods,1100,1073.99,4120.0,3530.0,6230.0,8350.0,12530.0,24010.0
2replicas_scenario13_1600rps,2,8_iBench_memBW_pods,1600,1563.9,4360.0,3700.0,6240.0,8940.0,14220.0,26750.0
2replicas_scenario13_2100rps,2,8_iBench_memBW_pods,2100,2053.93,4040.0,3510.0,5970.0,8310.0,12020.0,25570.0
2replicas_scenario13_2600rps,2,8_iBench_memBW_pods,2600,2543.87,3810.0,3210.0,5520.0,7710.0,12730.0,38590.0
3replicas_scenario0_100rps,3,Baseline0,100,95.61,379.81,307.0,464.0,767.0,1210.0,1740.0
3replicas_scenario0_600rps,3,Baseline0,600,584.02,526.47,412.0,699.0,1060.0,1770.0,2620.0
3replicas_scenario0_1100rps,3,Baseline0,1100,1095.62,70.75,66.0,73.0,91.0,155.0,3430.0
3replicas_scenario0_1600rps,3,Baseline0,1600,1594.49,72.86,67.0,79.0,98.0,146.0,3170.0
3replicas_scenario0_2100rps,3,Baseline0,2100,2053.95,659.89,575.0,890.0,1200.0,1830.0,3920.0
3replicas_scenario0_2600rps,3,Baseline0,2600,2543.96,480.77,393.0,656.0,880.0,1540.0,4230.0
3replicas_scenario1_100rps,3,Baseline1,100,95.61,384.65,305.0,494.0,810.0,1220.0,1840.0
3replicas_scenario1_600rps,3,Baseline1,600,596.01,92.69,69.0,111.0,142.0,324.0,3830.0
3replicas_scenario1_1100rps,3,Baseline1,1100,1074.03,476.79,392.0,623.0,880.0,1630.0,3590.0
3replicas_scenario1_1600rps,3,Baseline1,1600,1563.98,531.67,441.0,709.0,1040.0,1670.0,3160.0
3replicas_scenario1_2100rps,3,Baseline1,2100,2054.03,860.0,831.0,1160.0,1440.0,2270.0,3430.0
3replicas_scenario1_2600rps,3,Baseline1,2600,2592.57,78.38,71.0,88.0,110.0,158.0,2930.0
3replicas_scenario2_100rps,3,1_iBench_CPU_pod,100,96.02,128.44,79.0,123.0,180.0,860.0,2980.0
3replicas_scenario2_600rps,3,1_iBench_CPU_pod,600,584.01,677.43,379.0,779.0,1500.0,4030.0000000000005,8039.999999999999
3replicas_scenario2_1100rps,3,1_iBench_CPU_pod,1100,1074.09,990.0,822.0,1240.0,1840.0,3890.0,11470.0
3replicas_scenario2_1600rps,3,1_iBench_CPU_pod,1600,1564.35,844.65,723.0,1120.0,1540.0,2970.0,4850.0
3replicas_scenario2_2100rps,3,1_iBench_CPU_pod,2100,2054.0,930.0,745.0,1180.0,1770.0,3720.0,10610.0
3replicas_scenario2_2600rps,3,1_iBench_CPU_pod,2600,2592.57,133.1,89.0,132.0,210.0,1000.0,4000.0
3replicas_scenario3_100rps,3,2_iBench_CPU_pods,100,96.01,309.82,113.0,158.0,537.0,3330.0,4680.0
3replicas_scenario3_600rps,3,2_iBench_CPU_pods,600,596.0,293.71,114.0,159.0,422.0,3480.0,7320.0
3replicas_scenario3_1100rps,3,2_iBench_CPU_pods,1100,1095.64,183.95,70.0,102.0,177.0,2840.0,6980.0
3replicas_scenario3_1600rps,3,2_iBench_CPU_pods,1600,1594.45,186.01,78.0,125.0,206.0,2710.0,4610.0
3replicas_scenario3_2100rps,3,2_iBench_CPU_pods,2100,2054.0,920.0,671.0,1200.0,1880.0,3790.0,7840.0
3replicas_scenario3_2600rps,3,2_iBench_CPU_pods,2600,2592.54,269.44,139.0,228.0,469.0,2630.0,7470.0
3replicas_scenario4_100rps,3,4_iBench_CPU_pods,100,96.02,369.76,71.0,136.0,1270.0,4070.0000000000005,6130.0
3replicas_scenario4_600rps,3,4_iBench_CPU_pods,600,584.1,1260.0,588.0,1690.0,3270.0,7400.0,14780.0
3replicas_scenario4_1100rps,3,4_iBench_CPU_pods,1100,1095.63,357.55,76.0,132.0,1290.0,3440.0,7610.0
3replicas_scenario4_1600rps,3,4_iBench_CPU_pods,1600,1594.49,270.9,79.0,134.0,495.0,3050.0,7850.0
3replicas_scenario4_2100rps,3,4_iBench_CPU_pods,2100,2093.66,283.67,87.0,163.0,551.0,3200.0,7510.0
3replicas_scenario4_2600rps,3,4_iBench_CPU_pods,2600,2544.08,980.0,606.0,1160.0,2270.0,4930.0,8850.0
3replicas_scenario5_100rps,3,8_iBench_CPU_pods,100,96.02,367.18,61.0,148.0,1260.0,3700.0,4850.0
3replicas_scenario5_600rps,3,8_iBench_CPU_pods,600,584.1,2160.0,1750.0,3270.0,4700.0,7610.0,10730.0
3replicas_scenario5_1100rps,3,8_iBench_CPU_pods,1100,1074.06,1790.0,1250.0,2700.0,4050.0,6820.0,11180.0
3replicas_scenario5_1600rps,3,8_iBench_CPU_pods,1600,1564.31,1960.0,1340.0,3020.0,4510.0,7500.0,11560.0
3replicas_scenario5_2100rps,3,8_iBench_CPU_pods,2100,2093.72,339.93,94.0,184.0,1140.0,3500.0,40670.0
3replicas_scenario5_2600rps,3,8_iBench_CPU_pods,2600,2592.58,390.58,113.0,247.0,1300.0,3650.0,24060.0
3replicas_scenario6_100rps,3,1_stress-ng_l3_pod,100,95.61,668.02,532.0,940.0,1350.0,1960.0,2390.0
3replicas_scenario6_600rps,3,1_stress-ng_l3_pod,600,596.02,97.17,89.0,106.0,131.0,250.0,3130.0
3replicas_scenario6_1100rps,3,1_stress-ng_l3_pod,1100,1074.33,663.33,611.0,833.0,1130.0,1600.0,3610.0
3replicas_scenario6_1600rps,3,1_stress-ng_l3_pod,1600,1564.16,635.36,558.0,831.0,1140.0,1650.0,3760.0
3replicas_scenario6_2100rps,3,1_stress-ng_l3_pod,2100,2093.68,112.07,98.0,123.0,165.0,300.0,2250.0
3replicas_scenario6_2600rps,3,1_stress-ng_l3_pod,2600,2592.6,123.89,104.0,144.0,195.0,347.0,2890.0
3replicas_scenario7_100rps,3,2_stress-ng_l3_pods,100,96.03,464.1,268.0,427.0,1030.0,2600.0,4920.0
3replicas_scenario7_600rps,3,2_stress-ng_l3_pods,600,595.98,322.52,223.0,342.0,573.0,1680.0,4990.0
3replicas_scenario7_1100rps,3,2_stress-ng_l3_pods,1100,1074.04,2280.0,2160.0,2990.0,3810.0,5340.0,15470.0
3replicas_scenario7_1600rps,3,2_stress-ng_l3_pods,1600,1594.45,413.66,318.0,495.0,759.0,1550.0,6690.0
3replicas_scenario7_2100rps,3,2_stress-ng_l3_pods,2100,2093.63,498.56,388.0,622.0,950.0,1880.0,9530.0
3replicas_scenario7_2600rps,3,2_stress-ng_l3_pods,2600,2592.48,552.23,456.0,707.0,1020.0,1800.0,6460.0
3replicas_scenario8_100rps,3,4_stress-ng_l3_pods,100,95.6,7400.0,6540.0,9830.0,13780.0,24370.0,41530.0
