Test_ID,Minute,Time,RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Min_Latency,Errors
FinalTest,1,2025-07-25T14:16:50.726967+00:00,500,500.0106319844067,0.11,0.097,0.0,0.141,0.18,0.302,3.798,0.063,0
FinalTest,2,2025-07-25T14:17:50.935238+00:00,650,650.001345867296,0.137,0.102,0.0,0.167,0.202,1.075,5.606,0.057,1
FinalTest,3,2025-07-25T14:18:51.218559+00:00,800,800.0156860808937,0.148,0.101,0.0,0.157,0.198,1.866,4.97,0.07,0
FinalTest,4,2025-07-25T14:19:51.697924+00:00,950,950.0096992190252,0.199,0.123,0.0,0.326,0.48,1.58,6.888,0.064,0
FinalTest,5,2025-07-25T14:20:52.112062+00:00,1100,1100.000140048351,0.206,0.124,0.0,0.487,0.621,0.841,5.011,0.057,1
FinalTest,6,2025-07-25T14:21:52.625529+00:00,1300,1300.0024881028633,0.213,0.118,0.0,0.447,0.598,1.545,7.121,0.059,0
FinalTest,7,2025-07-25T14:22:53.192090+00:00,1500,1499.9998854000087,0.227,0.125,0.0,0.346,0.629,2.491,6.85,0.053,0
FinalTest,8,2025-07-25T14:23:53.804797+00:00,1700,1700.0060500041777,0.28,0.201,0.0,0.44,0.676,1.949,24.279,0.055,0
FinalTest,9,2025-07-25T14:24:54.480559+00:00,1900,1900.0024182914112,0.323,0.217,0.0,0.595,0.863,1.862,18.77,0.058,0
FinalTest,10,2025-07-25T14:25:55.158051+00:00,2100,2100.0060201572583,0.388,0.22,0.0,0.667,1.082,2.295,66.009,0.049,0
FinalTest,11,2025-07-25T14:26:55.916755+00:00,2300,2300.0111909538778,0.316,0.163,0.0,0.585,1.12,2.878,16.7,0.048,0
FinalTest,12,2025-07-25T14:27:56.820170+00:00,2500,2500.010465918814,0.193,0.115,0.0,0.266,0.406,2.318,7.575,0.051,0
FinalTest,13,2025-07-25T14:28:57.758507+00:00,2700,2699.990328094647,0.332,0.179,0.0,0.565,0.881,2.646,53.039,0.05,0
FinalTest,14,2025-07-25T14:29:58.855178+00:00,2900,2899.9921502761345,0.247,0.164,0.0,0.41,0.575,1.62,27.42,0.049,0
FinalTest,15,2025-07-25T14:30:59.941910+00:00,3100,3100.023933587771,0.42,0.216,0.0,0.634,1.11,3.934,54.907,0.042,0
FinalTest,16,2025-07-25T14:32:01.019562+00:00,3300,3299.952106029434,0.271,0.153,0.0,0.399,0.731,2.5,33.882,0.048,1
FinalTest,17,2025-07-25T14:33:02.163716+00:00,3500,3497.150916667769,1.047,0.166,0.0,0.41,0.744,6.584,249.61,0.048,1
FinalTest,18,2025-07-25T14:34:03.383625+00:00,3700,3699.0479065340214,0.407,0.157,0.0,0.368,0.583,3.765,102.996,0.045,1
FinalTest,19,2025-07-25T14:35:04.746264+00:00,3900,3899.9513788989057,0.205,0.158,0.0,0.3,0.413,1.209,11.949,0.046,1
FinalTest,20,2025-07-25T14:36:06.067321+00:00,4000,3999.9770140654223,0.549,0.185,0.0,0.623,1.321,7.108,115.192,0.046,0
FinalTest,21,2025-07-25T14:37:07.304279+00:00,3800,3799.1624696801878,0.576,0.195,0.0,1.048,2.419,6.398,56.03,0.048,1
FinalTest,22,2025-07-25T14:38:08.513745+00:00,3600,3598.5872299232437,1.013,0.177,0.0,0.56,1.368,11.898,243.453,0.048,1
FinalTest,23,2025-07-25T14:39:09.680167+00:00,3400,3399.2833615866957,0.473,0.165,0.0,0.629,1.657,5.898,68.697,0.049,1
FinalTest,24,2025-07-25T14:40:10.770813+00:00,3200,3199.288769273058,0.341,0.157,0.0,0.497,0.907,3.267,71.031,0.046,1
FinalTest,25,2025-07-25T14:41:11.825114+00:00,3000,3000.0096654051995,0.269,0.142,0.0,0.463,0.781,2.523,25.798,0.047,0
FinalTest,26,2025-07-25T14:42:12.742919+00:00,2800,2800.0409277146196,0.283,0.153,0.0,0.523,0.843,2.146,30.581,0.047,0
FinalTest,27,2025-07-25T14:43:13.661171+00:00,2600,2600.0194037070933,0.174,0.125,0.0,0.281,0.39,0.887,15.162,0.055,0
FinalTest,28,2025-07-25T14:44:14.403419+00:00,2400,2400.023873037465,0.162,0.117,0.0,0.226,0.313,1.139,16.139,0.048,0
FinalTest,29,2025-07-25T14:45:15.093271+00:00,2200,2200.016892061002,0.133,0.097,0.0,0.171,0.217,1.099,14.521,0.049,0
FinalTest,30,2025-07-25T14:46:15.696533+00:00,2000,2000.0113631645604,0.103,0.091,0.0,0.134,0.174,0.279,4.514,0.047,0
