time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004735979,,18264549055,18231756033,84520902,,,802486305,319100660,25642179,59747203,3249081,58854344,4342849,693980565,0,11613292082,392372087,29479
10.013736006,,27196378700,27200623640,189842396,,,1391990317,657678775,28989196,131093459,3306068,132643273,5482313,683312699,0,19751718510,1008250278,14496
15.018737981,,26638129592,26606599568,187144733,,,1370600579,659160019,25793861,129369434,2829845,125910931,5618412,705607827,0,19373978527,1019230295,1225
20.024734018,,26876678101,26859928908,189045893,,,1379445258,676339921,28117406,132739084,3220033,131448327,5849151,745236088,0,19508720205,1003049753,1265
25.031729086,,26876975915,26856837465,188961575,,,1377036009,676121069,27010732,133374687,3098937,131278896,6030148,754728976,0,19537526480,1010454713,2205
30.040729554,,26362960477,26328438238,188081090,,,1360539878,717308417,29404130,136750328,3158899,128077507,5971253,679059601,0,19116639272,994562588,1872
35.057735084,,26275583258,26296605149,184561279,,,1349627982,669033845,30843715,130429691,3645302,126251631,5965576,769336382,0,19080771244,997661497,2242
40.062733513,,26473198658,26452036646,187168976,,,1354094417,700002582,28628441,135019384,2932491,130429311,6112181,731522300,0,19265815782,1000112557,2458
45.067735507,,26325045202,26263887226,183828566,,,1347419863,690259562,28918878,131261097,3148623,126686368,5825679,663797790,0,19114004106,994946488,1688
50.07273642,,26215850737,26194546171,181628966,,,1338396726,656560034,29005697,125435580,3310221,123805197,5692827,616052885,0,19014145327,999280216,1961
55.082734994,,26356540465,26312048671,184629452,,,1340732590,678074468,29934413,128658240,3424082,123822715,5548419,642382004,0,19192778540,1005455346,1771
60.088735415,,26342751764,26333943972,184244186,,,1342348314,662919327,27436285,126251596,3048954,124840575,5562315,625325325,0,19172101457,1026584480,1589
65.093741041,,26403923941,26385893235,182625459,,,1347105756,660921070,29871821,125248202,3377368,124135451,5933746,648373271,0,19182705991,1003685095,2259
70.098739627,,25978355555,25983654452,183532664,,,1336235173,681520563,29855109,126707190,3286192,124448579,5867024,632963019,0,18952186049,1022649257,1602
75.103733686,,26217693547,26208356196,185149143,,,1346424196,691696835,29856371,129630879,3410220,126189148,6020124,752988982,0,19042919918,1021071150,1908
80.108740753,,26378985183,26350437829,187181166,,,1358068473,685278006,28348422,128707890,2943998,126756935,5736940,681274287,0,19201489924,1043393099,1435
85.114059626,,26310431587,26305860202,185298177,,,1349952244,680952365,30099128,128747931,3350540,126293038,5966363,749182283,0,19185544353,1030237300,2143
90.118727244,,26263579690,26267499205,187683902,,,1357259102,713303251,30840592,132179770,3577070,129297378,6111484,697929331,0,19149341003,1040571336,1834
95.130003378,,26453667493,26428538172,186258981,,,1358988067,729047863,31792515,135489604,3532824,130635521,6309981,749831486,0,19170182701,1030635360,2198
100.137826606,,26285351580,26279366271,188073705,,,1362558247,754942425,31940229,138325075,3512155,130225430,6102668,740367859,0,19145586863,1042616304,2236
105.001013302,,17947695053,17948611038,119308517,,,989469842,468217993,28051828,85198197,3478108,82555379,4880745,659551790,0,12661228957,643728645,15586
