time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004641238,,12323879305,12279051654,95729955,,,686330119,927054252,260308544,77763792,5205503,158339542,95122225,1782031841,0,11033636290,463195075,27732
10.009638178,,23534061350,23535760097,214025216,,,1371628255,1304026739,294724527,165203366,5680754,331577528,181138351,2104987990,0,20645028462,1184507296,2174
15.014647452,,23745568611,23765867880,214824695,,,1376838131,1283809820,294563180,161514611,5762175,326341838,177923030,1976057319,0,20710731556,1185495113,2438
20.019638477,,23551509906,23562620406,218784191,,,1380954919,1359781700,296043615,175221427,6164442,342037709,185342198,2176471826,0,20533632903,1181528824,2342
25.024636424,,23841844904,23833314407,217414785,,,1383978245,1288440973,296343949,161911423,5612919,338123933,189110411,2006898494,0,20815578783,1205246181,1843
30.029645462,,23812550377,23809657385,216006901,,,1378502044,1281324786,295655914,161770646,5962765,328597071,181037398,2123420025,0,20798192159,1192680846,1806
35.03463439,,23768657428,23763691804,216491714,,,1379804885,1287065090,293683119,164169829,5708809,332259250,181413899,2112832816,0,20752738668,1198667518,2180
40.039635686,,23773423117,23786712349,216972086,,,1385696449,1265668426,288939822,162880988,5635998,334789719,184919822,2001948026,0,20712089712,1196439120,1156
45.044706696,,23848295343,23832922750,217108898,,,1378672047,1237208265,288329432,159171691,5499822,333599959,185118455,1953340192,0,20808412445,1202853964,2163
50.049639762,,23609545985,23616186381,217603887,,,1378786527,1273599051,290340086,165677993,5863835,332967744,184458207,2086638181,0,20626857237,1201108065,1376
55.054660186,,14735953683,14741149609,138775218,,,1377425790,811047786,182787721,106253763,3899877,208841795,114409217,1136541465,0,12882967269,733583209,2570
60.060638684,,22069205974,22062383629,203363849,,,1336914569,1250527541,280290939,156286920,6310603,317390468,172009488,1946725398,0,19271935785,1085535882,1181
65.066640555,,23080199552,23113914145,211164012,,,1343181585,1279667070,292061310,159036546,6324034,328470493,182104520,2182152663,0,20136045126,1144574487,1350
70.085068301,,22930262513,22973817686,210625034,,,1334284338,1284824799,291524759,158623477,6369128,321856609,175568776,2145170370,0,19999824019,1127178296,1385
75.090021821,,21956926635,21944393506,202117222,,,1340306126,1238719656,280915970,153680655,6365147,307075960,167752177,2275645647,0,19054345479,1080036192,1626
80.095644927,,22819088909,22857926020,210456665,,,1332400816,1294588083,291263987,160225349,6340743,321709225,174545876,2164619329,0,19924014299,1110436628,2163
85.100667114,,23015036015,23004464538,211265667,,,1335236558,1284431315,288803911,159508210,6276346,324628475,173262763,2268498911,0,20053136250,1127767970,1734
90.105637541,,22776866411,22790478491,208409901,,,1339745908,1262574810,286491117,157301205,6256892,316222189,168833755,2045297581,0,19899006044,1120076604,1213
95.110641087,,22581419929,22591927263,207306631,,,1342112487,1246664125,285287089,155697342,6030618,318898369,175432596,2032286786,0,19732664946,1106747377,3057
100.117641413,,22943211752,22945454483,209354341,,,1347279404,1265405252,288448388,157562334,5987132,321418552,173730525,2097011801,0,20027741266,1131256661,1240
105.001135991,,15074411991,15117951102,138528120,,,888958964,902426160,228670403,103025569,6792081,202831363,113098840,2185653230,0,13223195386,705529188,22696
