time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.00462531,,9858653048,9848917186,95779597,,,692574425,2248317713,97348746,1527993482,32553057,67738501,8659142,6064380327,0,7200354412,2343086445,30542
10.00957297,,20639235652,20623339437,211035714,,,1375473891,2263271519,162742064,1353238665,59142208,154200690,16761000,11458591646,0,16588106331,2650156450,9430
15.014649602,,20699790784,20658216682,208958955,,,1376484439,2260059277,156564948,1375884097,55902012,153715426,15721660,10590031455,0,16831912890,2702589472,2569
20.019563564,,20525140687,20534002191,212542496,,,1381625478,2271481665,167223603,1340391022,61885199,157287430,16807639,11722515302,0,16608954139,2655914407,7024
25.024557773,,20802396443,20801884703,208830850,,,1380261153,2215105242,153554806,1366602563,55075796,149783204,15058850,10325445750,0,16909414413,2742941168,1598
30.031116595,,20719815872,20742211116,210478778,,,1380446381,2256656939,157683855,1366397490,56692488,151861414,15716644,11099328032,0,16850074302,2656968923,1327
35.036570357,,20629656960,20683116248,207334123,,,1373681378,2275001858,151961539,1375816593,54351630,152244208,15708680,11466831022,0,16707028374,2657985161,1193
40.041572492,,20591920497,20610970808,209864637,,,1371269426,2229113397,161345492,1356233756,57746272,151077309,15381173,10611900395,0,16768434069,2680230852,1864
45.046560692,,20515000434,20482131999,204774056,,,1349834094,2205254102,156957573,1347828792,54744045,148228831,15123681,10497049730,0,16618032643,2684703318,1526
50.051562162,,20569704598,20547073969,209049043,,,1358736722,2226464440,162145862,1338654412,58778641,152434358,15486103,10846053383,0,16607838841,2667486554,1921
55.056558145,,20797152399,20755265414,208405635,,,1361051955,2209310646,154186958,1358125719,55298737,148496664,15308028,10643119188,0,16699316977,2679300459,3308
60.061637257,,20398211252,20425049815,206959871,,,1356411107,2285329574,160173376,1366270582,57935342,151011086,15827479,11300385936,0,16569155618,2681298316,1478
65.067565374,,20738817698,20774757615,208434116,,,1364656019,2223798889,151400167,1359649301,54250235,150542155,15010250,10784865369,0,16655945680,2678227046,1897
70.072565875,,20700986942,20677307930,207823516,,,1360138839,2269959984,157355996,1386931505,56094270,149165765,15708644,10980573762,0,16671260845,2694411099,1320
75.077562716,,20716886207,20697781513,207101640,,,1361205148,2232207815,156983901,1355987225,56962517,149840950,14854255,10814237445,0,16731816778,2735416962,1262
80.082562177,,20398230388,20402588551,207785328,,,1356052100,2267871188,164090953,1356519993,59111233,149957412,16030039,11204918778,0,16540651822,2660869881,3591
85.087568754,,20699287117,20696202818,207320050,,,1360213418,2245892304,155321282,1365398611,55878019,150856750,15151772,10898011280,0,16674264917,2719088256,1500
90.09555939,,20470631182,20492294157,208001137,,,1358540889,2240226024,164093996,1357023714,59488423,150224421,15103224,10677263119,0,16624410460,2678943345,1193
95.101577747,,20643752307,20620367918,206283601,,,1358614594,2234461037,154606701,1368732367,54116422,149914667,15151703,10829342458,0,16646287583,2632016741,1260
100.106558999,,20498377904,20501653338,206921308,,,1355883704,2234860693,158717306,1353664207,55281023,149108793,15175086,11101247044,0,16568659399,2622317434,1591
105.000960531,,13201479932,13167129286,127585007,,,898337345,2179246324,112019850,1441805481,37613533,90081629,9904222,7279266454,0,10187247339,2395082078,14018
