time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004398745,,12421547110,12438803968,75282140,,,812046955,1113174029,488863059,65014508,6917845,218077270,170546378,4558921701,0,11411335267,341889900,30297
10.013396697,,21429936305,21469771711,172025666,,,1407903085,1408808912,459100079,139440340,7883318,410791678,289844414,5163295106,0,19049644853,935296619,2500
15.042401818,,21371014234,21399882147,169921234,,,1395980377,1377585657,455637646,136036652,8092449,411185703,293178175,5058101851,0,19153527137,943336804,1934
20.047413025,,21393332704,21440653726,168653327,,,1386173812,1381716181,459092582,134385609,7767146,407551180,291277665,5108299270,0,19071921983,921227446,1381
25.053396507,,21614342607,21584165353,171447366,,,1391630066,1350354201,453957372,131514931,8491133,406611728,294506902,5213026140,0,19096024055,945162118,1328
30.059534172,,21428686560,21436950508,168816175,,,1389884194,1374274128,458279235,133354938,8191558,409812387,295574995,5437900208,0,19107997702,941169670,1455
35.065397185,,21223696177,21254446872,167764129,,,1381031916,1389404338,457392798,135537931,8377907,416074572,302494008,5460040347,0,18879368304,910558117,2198
40.07189493,,21302905628,21298360696,169847531,,,1379868073,1425573502,456313220,139738806,8114465,419153220,299702247,5153366817,0,18908509606,905308577,2139
45.079407974,,21283588331,21291256980,168151101,,,1377044846,1377145657,457432104,133340675,8189122,411445590,297410267,5430427677,0,18937088702,916525908,1962
50.084402,,21484365462,21491896294,169312698,,,1386592112,1388434540,455016032,135399820,7836831,418872816,303797498,4949453979,0,19091535896,919722404,1215
55.089408765,,21205598408,21229538931,168254002,,,1382852603,1401078696,457091464,137299237,8280193,418452686,302316547,5224053161,0,18878421621,907879344,1945
60.094410162,,21342403547,21376225312,173664124,,,1394962055,1408939135,455458303,140326443,8109612,419276131,297943357,5028119266,0,18960473580,937232574,1504
65.100406827,,21362783114,21345261064,170263702,,,1388669953,1411363577,461712367,139165748,8481309,411232487,293881222,5434197189,0,18908843106,920643264,2394
70.105415694,,21178197118,21267187241,168739870,,,1388053798,1389008467,458656478,136527366,7804865,406714644,288847342,5213988813,0,19029161371,928068844,2027
75.110396907,,21526878762,21535144510,170683881,,,1394881924,1371227390,457495290,134335883,8248595,411649131,294570090,5243040506,0,19170481347,952884822,2055
80.115414911,,21748982213,21758921708,183879971,,,1398302163,1291658646,426805895,132968592,8181276,428312910,309025920,4172568821,0,19274113579,1036141200,1296
85.120406667,,21955647882,21940166755,183703071,,,1389900904,1224516879,425740781,122908818,8482153,420006445,309506695,4055941566,0,19517301167,1069175145,1321
90.125629808,,21796464822,21845665644,183178737,,,1387546494,1244366349,424685287,126162018,7996471,423089748,309222697,3967662644,0,19479727551,1059761362,1657
95.130403469,,21641338572,21673110928,184164318,,,1389638597,1287407850,426804879,133563021,8595864,425110190,308230304,4295932826,0,19217423842,1041589566,1729
100.135412936,,21450489397,21473709181,175304865,,,1388029743,1355192284,445950636,135551300,8092444,417039508,298660893,4815152416,0,19210440462,979698041,1888
105.001710235,,15808484353,15801467896,109840495,,,1019612952,1175073224,459704488,89494933,6852915,287839834,216506131,4273362706,0,14365766478,579182674,10674
