time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004523244,,25993049671,25994880501,58311067,,,1033023657,201461932,19369738,38650643,3072439,34170780,4781585,706324169,0,14654239779,242916148,35641
10.017519981,,29687120273,29718677587,128536790,,,1420715909,473657379,21938934,93045919,2702911,87563833,4719506,607229115,0,18957030599,639225246,2831
15.022673565,,29728600848,29715618439,129760370,,,1419173389,455882961,27503757,91127417,3613302,82130243,5163684,717639297,0,18722139927,631007086,7004
20.027527719,,29872357809,29865977932,131359968,,,1425068809,463061524,22150471,91220335,2706609,88030044,4727372,623922516,0,18989927006,640839237,2439
25.032518465,,29860168882,29818788695,128200888,,,1415561167,458405038,21376962,90574831,2661874,84763099,4395821,607102825,0,18939060237,635683516,2597
30.037516651,,29912960201,29879652756,129401105,,,1423196105,485590493,22218254,95257060,2696871,88516651,4732342,619345558,0,18997979741,637820500,1098
35.042513188,,29977432205,29944452285,129639119,,,1423190097,475441200,23232304,93819343,2831021,89239871,4752053,615831161,0,19035984555,638673528,2458
40.050520494,,29786796076,29779162126,130100720,,,1412508621,495553911,22683546,94479877,2660838,86457919,4702392,592651529,0,18953963473,654716944,1369
45.056524922,,29849774789,29850695407,131193390,,,1413301187,469712008,24340474,90992453,3121759,87034091,5377502,649320353,0,19094436037,666642130,6836
50.061519715,,30020187320,30002326740,130167436,,,1423640872,472385633,22535670,92284455,2815806,87333736,4968524,601122041,0,19164409575,661283372,1668
55.066523813,,29698495729,29702698936,128941719,,,1407580459,482362780,24770446,93461854,2979830,84387375,4920970,643225912,0,18854610798,642549381,6156
60.076559411,,29846134189,29843195458,130921866,,,1416791226,486050085,24790653,94431901,2939039,86408983,4927739,661371189,0,18978777942,669662876,5851
65.081521457,,29838640696,29843200344,128822394,,,1408851790,484527597,23303952,94061751,2916670,87769845,4902521,643070251,0,18995613080,663481298,1163
70.087139422,,29752644065,29745669524,131629355,,,1410222170,512061454,26649156,96659865,3300489,87780476,5264935,754703908,0,18883266380,661615115,6917
75.093519511,,29803619962,29785356019,129003948,,,1406209510,474791908,26593337,90908741,3278982,85771159,5089163,636262110,0,18859910833,656854032,6883
80.098520668,,29725550116,29694644471,129744286,,,1406056257,493593173,24932475,93444863,3003551,84637528,5409345,680983267,0,18847762367,657788494,6564
85.109513924,,29732010572,29731034660,126954000,,,1400936136,488970897,25356588,92217904,3131839,84167193,4728930,708939741,0,18728456443,653801011,2632
90.117514766,,29719618540,29704962483,127926850,,,1400141305,502656189,23974919,94375917,2883324,86631615,4602780,622809635,0,18812528393,660766800,1384
95.125514978,,29644314121,29633030264,130095805,,,1407351684,484919519,24531293,91751394,3064463,83782368,4607327,632369771,0,18812215192,684598476,1886
100.130512958,,29538641088,29615839140,128354036,,,1405179921,499525522,23904923,95100049,3023462,87091989,4827546,711370376,0,18753616816,751867765,1401
105.004544273,,21669747160,21652508588,84755207,,,1154692778,315249790,21261073,60110785,2842256,52838511,3742740,546732730,0,13326858388,496113596,8729
