time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004727424,,22870482411,22849391208,53071627,,,1008872903,184095231,19929917,32239036,2893940,26408902,4379557,584818524,0,12921150796,240837921,28103
10.014728401,,28964508448,28979662339,111749809,,,1349886609,407772166,17824977,72931106,2390904,60908110,3444968,499438070,0,17948099334,595523859,2472
15.020726033,,28459830215,28458672688,105671099,,,1316757676,391710431,18500516,69805701,2280045,56424709,3083509,518621613,0,17557769819,567559043,1540
20.029101965,,28576164099,28585881276,108038369,,,1324511114,403431750,17983162,70560540,2050582,57698836,2965950,450197326,0,17695421900,579429158,1200
25.033768878,,28226590489,28224769600,105085393,,,1305851678,395081354,20315707,69067771,2724546,54326912,3011060,599524012,0,17422001689,670043670,3818
30.038740456,,28287630192,28284013450,103930489,,,1303618048,369391973,17041222,65768784,2213685,53993153,2891702,523052146,0,17384583091,691178422,1603
35.045727828,,27917030200,27930805112,101839098,,,1288458501,397505370,18425546,68860445,2243210,53252950,2838725,514501917,0,17130383657,688438818,2188
40.050729165,,28048585990,28017377672,102502760,,,1286368552,398916416,17939642,69295165,2228739,56693375,3303383,610369444,0,17262760585,742390494,1785
45.055725742,,27442746631,27432400058,98255724,,,1264147465,399323680,17920959,68349461,2373540,54306381,2921622,543078587,0,16826970799,740048470,1197
50.064719199,,27732071717,27724449122,99993290,,,1274504018,408272297,17509586,68232963,2076753,54550592,2627318,499537349,0,16902993943,734584292,1244
55.070722244,,27560599470,27597162431,98236711,,,1269870089,426816736,19230398,70906286,2198157,56120067,2734141,502303305,0,16798724325,702901953,1842
60.075726108,,27672928492,27648771526,98939400,,,1262854130,412965657,25559245,70778118,3685839,56657115,3288480,812361180,0,16877292560,712085360,4532
65.000947262,,11285444571,11280392292,118594157,,,634206356,564322370,46914100,89867798,6450708,67738237,6235245,1329660566,0,9020682677,588584940,44226
