time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004338094,,11740446440,11720253900,67168222,,,744696065,1080721462,479702146,55579222,6246448,206845314,168006900,3683625899,0,10880875485,300276432,27112
10.0123318,,20118462363,20127179202,164264395,,,1279742987,1297730640,423044350,119487218,7100294,417662340,308787705,3228661223,0,17992461841,893828450,1711
15.019331486,,20197470916,20226545670,164401292,,,1281630146,1297133358,422562191,119525426,7169527,415041378,308413981,3360707703,0,17936986992,897226015,1909
20.041350498,,20184264968,20182210143,165789409,,,1278551354,1314729453,424076444,122050606,7121397,418794309,309861791,3212644823,0,17935445487,887786257,1556
25.046337473,,19908845338,19900014396,163438153,,,1269710567,1319206148,423528073,122391287,7246471,417597057,309047959,3290477879,0,17839697967,884967563,2169
30.051338924,,19949102649,19986526525,163666868,,,1266308765,1304728403,422615698,121167669,7007575,417571072,308626860,3210995738,0,17808407420,875048783,1081
35.056970001,,20024202444,19993477859,156602148,,,1277460946,1384340490,441657989,127363753,6871688,397025410,287185380,3572934348,0,17967536572,845634807,2102
40.062349052,,19776273687,19873384962,150060433,,,1269755920,1430018693,455065655,130576070,6219613,386862935,278915960,3735520222,0,17641772257,769886884,1993
45.080393527,,20026990768,20000192741,152664648,,,1283187195,1440516978,456230050,130252956,6345867,381819800,273138711,4023580232,0,17884246471,805498204,1515
50.087354394,,19687539571,19719140372,149353694,,,1261656057,1435054562,455114822,131314953,6296885,393758484,282777405,3543813073,0,17571135391,759335634,1466
55.093382065,,19420567863,19458259241,147881930,,,1257286564,1446803794,456280797,132657902,6588515,388801729,279659296,3926530034,0,17472432159,761937101,2205
60.099385429,,19452775332,19477361942,148763041,,,1257527518,1449879521,455299964,133899671,6343660,392958481,279943292,3719735489,0,17427034061,753860062,1913
65.001634685,,14645651351,14673093231,109625006,,,964370581,1145182008,422630752,91388508,8489253,280682360,212325730,4562462913,0,13169913147,517601860,30228
