time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.00490839,,4155724378,4156076630,38684923,,,978487952,1516629263,517058006,1052969276,393504420,24003036,7423165,42565566930,0,2676323679,1566386156,27972
10.009927121,,9735254055,9808816211,101553383,,,1435683362,1336527323,516862604,835329853,407879190,68448848,14389718,49887150787,0,7944214304,1587950804,3335
15.014902748,,10681848383,10803712766,111527819,,,1424296779,1389113667,521143665,858890866,405347187,75771263,15469241,47181125232,0,8712393353,1635394660,2409
20.019903033,,10063687608,10075038713,106247065,,,1429977677,1386522399,529127175,858146626,412913415,70082366,14470056,49009680914,0,8168903492,1637472116,1985
25.024897787,,9520126582,9543449761,100939446,,,1427208026,1339707865,553407149,829055630,438372282,68050413,14070874,49698939100,0,7740752440,1567993379,3120
30.034616764,,11824460539,11895882003,123068951,,,1418327442,1433826820,515760793,874202159,394524141,82163632,15411590,43748002346,0,9633136272,1705319076,1409
35.041916553,,9028010343,9095726646,93269572,,,1441504713,1369581505,554547288,880309044,444397383,61702836,13848340,53275101761,0,7198964210,1582212415,1969
40.048400616,,8306614870,8359074935,87803835,,,1436528298,1212139448,534399293,764168871,428070685,57599224,12524307,53874370333,0,6816811615,1422570862,1319
45.054895275,,7566800377,7617611128,79170182,,,1459349317,1197594992,544386222,771653807,440477445,50985014,12273189,57095039116,0,6058591934,1389471222,1589
50.06187711,,8689948777,8709866828,90287982,,,1450712262,1243005676,560696646,792716741,455232757,57164965,13012670,53975402213,0,7004718782,1470553067,1685
55.067890768,,9305582788,9345009143,96736058,,,1427271156,1345772902,540252263,841354304,430710805,64982667,13411259,50577551149,0,7373347611,1547977643,1903
60.074964308,,10101791447,10158127870,105328063,,,1412671817,1380151785,518352961,858022656,403166990,70937700,14523829,48195572836,0,8255659883,1624184520,2654
65.079907748,,9697685778,9775653068,102167284,,,1428977525,1331405494,550924493,838572531,437041809,65846566,14220924,50234182498,0,7810519953,1581258352,1223
70.09207349,,7742294973,7824438970,80279960,,,1448367540,1287983064,549024655,831870775,445892313,53205234,12326472,56305239191,0,6231751080,1465212337,2708
75.097882474,,8765187929,8827240451,90256886,,,1430438133,1313288790,539779700,844753285,433076651,61173264,13687485,52354258761,0,7085765079,1514886431,1337
80.10389962,,8789450073,8824490374,93050568,,,1453511043,1208504028,548178098,742977229,436614556,57981266,12235619,53338552305,0,7088641637,1401726518,1870
85.109916903,,7960976835,8043428368,84363865,,,1445067806,1229180075,556514223,776446572,450725862,55099734,12358378,55036950791,0,6351250528,1392656293,2202
90.117915347,,7381319836,7491518327,77557115,,,1430303548,1195578723,550178453,766001046,445717618,50130960,11843612,55324205857,0,6038703977,1364055673,1378
95.124893338,,6840990059,6907278576,72670900,,,1459070817,1165947056,564087468,751325262,460642587,46040722,11092636,58933757508,0,5513209858,1318120198,1570
100.129910462,,5988935999,6027556906,62490190,,,1457992958,1124396421,592241877,731568590,494338258,38441028,9529167,61598376829,0,4691020200,1258485534,1734
105.001666929,,5315535754,5332132572,53110674,,,1226121750,1195027024,546299102,823116251,445773503,31827554,8991084,51794586907,0,4008860402,1334953024,9932
