TestCaseID,Interference,Date,Timestamp,Container_ID,Container_Name,CPU_Usage,Memory_Usage,Disk_IO_Read,Disk_IO_Write,FS Usage,Net_IO_In,Net_IO_Out,Processes
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:18,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.008206896551727063,175484928.0,,,1048576.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:23,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.003661956521738358,175239168.0,,,1048576.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:28,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.0028682114409824566,175239168.0,,,1048576.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:33,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.0028502673796812197,172355584.0,,,1048576.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:38,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.004235179153094522,172355584.0,,,1048576.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:43,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.002231417624522624,172363776.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:48,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.004479480164158478,172363776.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:53,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.0027649505980228903,167120896.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:58,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.004099658961727137,156639232.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:47:03,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.002662965019433044,151658496.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:47:08,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.0025373280942968847,135405568.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:47:13,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.0027785372522194794,124919808.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:47:18,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.0042659627953747095,113647616.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:47:23,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.0026489247311839376,92413952.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:47:28,0205185befff7ac438627fc14355ce2926f0f762048bc1846cc93e13b3617b82,socialnetwork_app_media-mongodb_1,0.003707154742094487,92413952.0,,,1052672.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:18,063fe4f75fba4a3a1afacddd1ca633a88a6dd898d7a833f0c3e44a48b42fbafd,socialnetwork_app_user-mongodb_1,0.007283534981581643,180944896.0,,,1581056.0,199.8947922146239,405.04997369805363,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:23,063fe4f75fba4a3a1afacddd1ca633a88a6dd898d7a833f0c3e44a48b42fbafd,socialnetwork_app_user-mongodb_1,0.0037961745367658824,180699136.0,,,1581056.0,0.0,0.0,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:28,063fe4f75fba4a3a1afacddd1ca633a88a6dd898d7a833f0c3e44a48b42fbafd,socialnetwork_app_user-mongodb_1,0.0029783978397853834,180699136.0,,,1581056.0,85.5085508550855,173.26732673267327,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:33,063fe4f75fba4a3a1afacddd1ca633a88a6dd898d7a833f0c3e44a48b42fbafd,socialnetwork_app_user-mongodb_1,0.6918306748466271,145002496.0,,,1581056.0,237546.62576687118,882744.7852760737,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:38,063fe4f75fba4a3a1afacddd1ca633a88a6dd898d7a833f0c3e44a48b42fbafd,socialnetwork_app_user-mongodb_1,0.6821760510510521,142647296.0,,,1581056.0,238748.1231231231,898611.111111111,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:43,063fe4f75fba4a3a1afacddd1ca633a88a6dd898d7a833f0c3e44a48b42fbafd,socialnetwork_app_user-mongodb_1,0.6875803452855259,143257600.0,,,1581056.0,240825.0332005312,894696.2151394422,
TC-VM-07,cpu100,2025-04-14,2025-04-14 15:46:48,063fe4f75fba4a3a1afacddd1ca633a88a6dd898d7a833f0c3e44a48b42fbafd,socialnetwork_app_user-mongodb_1,0.7160437430786296,143417344.0,,,1581056.0,251285.7142857143,947647.8405315614,
