time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004654955,,16560957427,16626325148,279354449,,,1238476929,1166030337,394273762,201886832,99211491,133297524,102467366,37008614021,0,12752340650,388710249,154457
10.010622497,,19458911591,19525301459,346005862,,,1505104598,1420013642,483382128,248393997,123391056,161443663,119509391,46090225357,0,15747529628,496052813,77241
15.015626805,,19442628824,19460030730,347945546,,,1503818987,1431257965,482560847,249856743,123140692,160434826,121903860,46135857852,0,15508405496,496740720,70003
20.020618214,,19564403566,19568551366,354448342,,,1501161282,1431232874,475102445,248893835,119751114,166596282,123824168,45686619065,0,15020154057,481519842,146055
25.026612278,,19372612943,19409871251,364815730,,,1502144314,1447575389,474799894,250855581,118039352,170798049,127410088,43648885355,0,15156954035,473635067,130677
30.032619637,,19622456159,19532698197,365476326,,,1501913646,1443798835,475357400,249946354,117795232,168592037,123964837,43097146628,0,15253950285,473016767,77365
35.038660981,,19344259837,19352464143,366601736,,,1500741727,1451579576,472223319,251154402,117383837,167689198,124488114,43287619981,0,14923167841,466992420,65159
40.044689672,,19617377214,19592734699,362030251,,,1502524458,1427528221,470433934,248221152,117451930,167125923,126665389,42807766564,0,15244797366,465899008,56391
45.049631861,,20245577732,20336139500,353929884,,,1503887740,1400265636,461935390,241543830,114271635,162710173,121852169,41086766650,0,15538388000,457464949,51257
50.055618824,,20039261592,20079817073,358437852,,,1503239707,1414446251,464428216,244385820,115236776,161425450,123124452,42514562976,0,15237951634,460053171,51916
55.060630703,,20021706519,20135513629,360034403,,,1504299121,1402077479,462147947,242590144,115329727,167079852,124124784,41490673002,0,15428440847,453323495,56049
60.065645931,,20266836820,20377968761,354260258,,,1505241345,1392372721,460355459,241639343,114953464,161057766,120851982,41166496625,0,15503889484,453380652,53778
65.001293948,,23419911216,23424783129,103364654,,,993459827,401262487,137368981,70546016,33704650,46789619,36236081,11586886582,0,13129061927,149798094,25122
