Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
3replicas_scenario0_100rps,3,Baseline0,0,100,100.0049133914023,0.303,0.315,0.0,0.49,0.543,0.596,1.964,0
3replicas_scenario1_100rps,3,Baseline1,1,100,100.00533926339546,0.302,0.311,0.0,0.497,0.548,0.599,0.98,0
3replicas_scenario2_100rps,3,Baseline2,2,100,100.00522646481174,0.308,0.317,0.0,0.49,0.546,0.603,1.32,0
3replicas_scenario11_100rps,3,1_iBench_CPU_pod,11,100,100.0052001681812,0.294,0.304,0.0,0.439,0.518,0.586,3.143,0
3replicas_scenario12_100rps,3,2_iBench_CPU_pods,12,100,100.00478395885169,0.294,0.279,0.0,0.415,0.527,1.341,3.834,0
3replicas_scenario13_100rps,3,3_iBench_CPU_pods,13,100,100.00544466809464,0.388,0.272,0.0,0.491,1.077,3.363,5.477,0
3replicas_scenario14_100rps,3,4_iBench_CPU_pods,14,100,100.0049047688891,0.328,0.201,0.0,0.404,0.556,3.412,5.627,0
3replicas_scenario21_100rps,3,1_stress-ng_l3_pod,21,100,100.00508140930519,0.294,0.281,0.0,0.422,0.474,0.568,2.267,0
3replicas_scenario22_100rps,3,2_stress-ng_l3_pods,22,100,100.00498722037794,0.451,0.37,0.0,0.772,0.816,0.895,3.967,0
3replicas_scenario23_100rps,3,3_stress-ng_l3_pods,23,100,100.00520154110177,0.544,0.459,0.0,0.831,0.902,1.109,3.312,0
3replicas_scenario24_100rps,3,4_stress-ng_l3_pods,24,100,100.00461353394824,0.891,0.748,0.0,1.646,2.05,3.023,5.455,0
3replicas_scenario31_100rps,3,1_iBench_memBW_pod,31,100,100.00497901456018,0.302,0.307,0.0,0.422,0.514,0.588,0.895,0
3replicas_scenario32_100rps,3,2_iBench_memBW_pods,32,100,100.00493051919932,0.299,0.291,0.0,0.409,0.459,0.567,2.292,0
3replicas_scenario33_100rps,3,3_iBench_memBW_pods,33,100,100.00502728327861,0.286,0.268,0.0,0.402,0.454,0.581,3.942,0
3replicas_scenario34_100rps,3,4_iBench_memBW_pods,34,100,100.00504031570168,0.305,0.28,0.0,0.44,0.491,0.591,4.55,0
3replicas_scenario0_500rps,3,Baseline0,0,500,500.004370727095,0.088,0.085,0.0,0.102,0.112,0.158,2.586,0
3replicas_scenario1_500rps,3,Baseline1,1,500,500.00277257926314,0.088,0.085,0.0,0.102,0.111,0.157,3.655,0
3replicas_scenario2_500rps,3,Baseline2,2,500,500.0049586047306,0.088,0.085,0.0,0.102,0.112,0.159,3.102,0
3replicas_scenario11_500rps,3,1_iBench_CPU_pod,11,500,500.00569450096503,0.102,0.086,0.0,0.109,0.136,0.232,4.443,0
3replicas_scenario12_500rps,3,2_iBench_CPU_pods,12,500,500.00487212803034,0.117,0.089,0.0,0.137,0.165,0.576,3.951,0
3replicas_scenario13_500rps,3,3_iBench_CPU_pods,13,500,500.00527677791035,0.135,0.09,0.0,0.135,0.168,2.068,4.565,0
3replicas_scenario14_500rps,3,4_iBench_CPU_pods,14,500,500.0037676089451,0.178,0.093,0.0,0.148,0.222,2.51,6.325,0
3replicas_scenario21_500rps,3,1_stress-ng_l3_pod,21,500,500.0048903950537,0.115,0.11,0.0,0.152,0.17,0.243,4.426,0
3replicas_scenario22_500rps,3,2_stress-ng_l3_pods,22,500,500.00297783162375,0.249,0.167,0.0,0.473,0.534,0.617,4.441,0
3replicas_scenario23_500rps,3,3_stress-ng_l3_pods,23,500,500.0048809032015,0.367,0.326,0.0,0.658,0.845,1.709,4.075,0
3replicas_scenario24_500rps,3,4_stress-ng_l3_pods,24,500,500.00438183562284,0.545,0.448,0.0,0.812,1.277,2.058,5.717,0
3replicas_scenario31_500rps,3,1_iBench_memBW_pod,31,500,500.0055887652457,0.097,0.091,0.0,0.122,0.135,0.186,2.526,0
3replicas_scenario32_500rps,3,2_iBench_memBW_pods,32,500,500.00543250902365,0.104,0.097,0.0,0.136,0.161,0.23,2.873,0
3replicas_scenario33_500rps,3,3_iBench_memBW_pods,33,500,500.0031150444069,0.124,0.108,0.0,0.181,0.212,0.289,4.138,0
3replicas_scenario34_500rps,3,4_iBench_memBW_pods,34,500,500.0038467795952,0.128,0.113,0.0,0.182,0.218,0.307,3.893,0
3replicas_scenario0_1000rps,3,Baseline0,0,1000,1000.0039872325647,0.087,0.084,0.0,0.1,0.108,0.142,3.44,0
3replicas_scenario1_1000rps,3,Baseline1,1,1000,1000.0037389528686,0.088,0.085,0.0,0.102,0.111,0.143,3.497,0
3replicas_scenario2_1000rps,3,Baseline2,2,1000,1000.0044879479193,0.087,0.084,0.0,0.1,0.109,0.143,2.719,0
3replicas_scenario11_1000rps,3,1_iBench_CPU_pod,11,1000,999.9846298640225,0.097,0.085,0.0,0.102,0.112,0.178,4.119,0
3replicas_scenario12_1000rps,3,2_iBench_CPU_pods,12,1000,999.9969722202786,0.119,0.086,0.0,0.106,0.126,1.406,4.245,0
3replicas_scenario13_1000rps,3,3_iBench_CPU_pods,13,1000,1000.004228017876,0.118,0.087,0.0,0.108,0.126,1.365,5.22,0
3replicas_scenario14_1000rps,3,4_iBench_CPU_pods,14,1000,1000.002552162069,0.212,0.11,0.0,0.219,0.569,2.565,7.547,0
3replicas_scenario21_1000rps,3,1_stress-ng_l3_pod,21,1000,1000.00264722923,0.112,0.105,0.0,0.151,0.164,0.22,3.468,0
