Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
1replicas_scenario57_1000rps,1,2_CPU_1_L3,57,1000,1000.0039405155276,0.122,0.117,0.0,0.159,0.178,0.252,3.928,0
1replicas_scenario58_1000rps,1,1_L3_3_MemBW,58,1000,1000.0001256000157,0.222,0.192,0.0,0.408,0.47,0.585,4.277,0
1replicas_scenario51_1500rps,1,1_CPU_1_L3,51,1500,1500.0061445913018,0.116,0.108,0.0,0.156,0.175,0.253,3.094,0
1replicas_scenario52_1500rps,1,1_CPU_1_MemBW,52,1500,1500.0016103521375,0.1,0.094,0.0,0.125,0.145,0.209,3.245,0
1replicas_scenario53_1500rps,1,1_CPU_2_MemBW,53,1500,1500.005448813501,0.105,0.096,0.0,0.143,0.168,0.227,3.531,0
1replicas_scenario54_1500rps,1,2_CPU_1_MemBW,54,1500,1500.0031297004941,0.132,0.112,0.0,0.205,0.23,0.294,2.868,0
1replicas_scenario55_1500rps,1,1_CPU_2_L3,55,1500,1500.005589295827,0.284,0.214,0.0,0.564,0.651,0.821,4.646,0
1replicas_scenario56_1500rps,1,1_CPU_1_L3_1_MemBW,56,1500,1500.0043263124778,0.138,0.119,0.0,0.227,0.259,0.345,4.642,0
1replicas_scenario57_1500rps,1,2_CPU_1_L3,57,1500,1500.0069160534952,0.117,0.108,0.0,0.159,0.177,0.254,4.578,0
1replicas_scenario58_1500rps,1,1_L3_3_MemBW,58,1500,1500.0046097558331,0.229,0.198,0.0,0.425,0.503,0.675,3.98,0
1replicas_scenario51_2000rps,1,1_CPU_1_L3,51,2000,2000.0032239808193,0.138,0.124,0.0,0.205,0.243,0.346,3.508,0
1replicas_scenario52_2000rps,1,1_CPU_1_MemBW,52,2000,2000.0029548376988,0.2,0.192,0.0,0.27,0.297,0.374,4.659,0
1replicas_scenario53_2000rps,1,1_CPU_2_MemBW,53,2000,2000.0005163349008,0.112,0.102,0.0,0.155,0.18,0.26,3.388,0
1replicas_scenario54_2000rps,1,2_CPU_1_MemBW,54,2000,2000.0022906915126,0.142,0.117,0.0,0.23,0.266,0.335,3.694,0
1replicas_scenario55_2000rps,1,1_CPU_2_L3,55,2000,2000.0035082047877,0.283,0.195,0.0,0.596,0.699,0.867,4.621,0
1replicas_scenario56_2000rps,1,1_CPU_1_L3_1_MemBW,56,2000,2000.0003391797195,0.141,0.124,0.0,0.214,0.281,0.402,3.131,0
1replicas_scenario57_2000rps,1,2_CPU_1_L3,57,2000,2000.0034404265862,0.149,0.136,0.0,0.222,0.259,0.344,3.62,0
1replicas_scenario58_2000rps,1,1_L3_3_MemBW,58,2000,2000.0020759354882,0.191,0.15,0.0,0.333,0.393,0.585,5.859,0
