Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
2replicas_scenario0_100rps,2,Baseline0,0,100,100.00493338948242,0.313,0.327,0.0,0.515,0.581,0.642,3.593,0
2replicas_scenario1_100rps,2,Baseline1,1,100,100.00510464111586,0.316,0.33,0.0,0.518,0.588,0.643,1.249,0
2replicas_scenario2_100rps,2,Baseline2,2,100,100.00510996388175,0.309,0.324,0.0,0.49,0.574,0.639,4.189,0
2replicas_scenario11_100rps,2,1_iBench_CPU_pod,11,100,100.00491834188897,0.302,0.311,0.0,0.474,0.565,0.63,3.505,0
2replicas_scenario12_100rps,2,2_iBench_CPU_pods,12,100,100.00525513726127,0.278,0.268,0.0,0.416,0.514,0.61,3.314,0
2replicas_scenario13_100rps,2,3_iBench_CPU_pods,13,100,100.0049172762286,0.25,0.214,0.0,0.387,0.443,0.593,3.551,0
2replicas_scenario14_100rps,2,4_iBench_CPU_pods,14,100,100.00501702335927,0.232,0.2,0.0,0.364,0.412,0.55,1.714,0
2replicas_scenario21_100rps,2,1_stress-ng_l3_pod,21,100,100.00509102917259,0.307,0.302,0.0,0.414,0.473,0.585,3.857,0
2replicas_scenario22_100rps,2,2_stress-ng_l3_pods,22,100,100.00516548791998,0.461,0.375,0.0,0.773,0.818,0.908,4.753,0
2replicas_scenario23_100rps,2,3_stress-ng_l3_pods,23,100,100.00463377526434,0.681,0.683,0.0,1.271,1.367,1.49,4.76,0
2replicas_scenario24_100rps,2,4_stress-ng_l3_pods,24,100,100.00506555325197,0.865,0.827,0.0,1.332,1.42,1.577,4.49,0
2replicas_scenario31_100rps,2,1_iBench_memBW_pod,31,100,100.00524540957323,0.308,0.302,0.0,0.437,0.538,0.626,3.965,0
2replicas_scenario32_100rps,2,2_iBench_memBW_pods,32,100,100.0054230574129,0.339,0.336,0.0,0.514,0.572,0.689,2.573,0
2replicas_scenario33_100rps,2,3_iBench_memBW_pods,33,100,100.00504063962323,0.363,0.33,0.0,0.6,0.67,0.828,2.931,0
2replicas_scenario34_100rps,2,4_iBench_memBW_pods,34,100,100.00511193074945,0.321,0.294,0.0,0.467,0.539,0.707,2.565,0
2replicas_scenario0_500rps,2,Baseline0,0,500,500.0038906136068,0.094,0.09,0.0,0.108,0.12,0.176,3.272,0
2replicas_scenario1_500rps,2,Baseline1,1,500,500.00340959547276,0.095,0.091,0.0,0.109,0.12,0.174,2.41,0
2replicas_scenario2_500rps,2,Baseline2,2,500,500.00386102425927,0.095,0.091,0.0,0.109,0.121,0.178,2.5,0
2replicas_scenario11_500rps,2,1_iBench_CPU_pod,11,500,500.00411121435945,0.096,0.092,0.0,0.11,0.123,0.177,2.655,0
2replicas_scenario12_500rps,2,2_iBench_CPU_pods,12,500,500.00401949064565,0.098,0.092,0.0,0.118,0.149,0.206,2.548,0
2replicas_scenario13_500rps,2,3_iBench_CPU_pods,13,500,500.0038761161594,0.102,0.094,0.0,0.138,0.167,0.217,2.673,0
2replicas_scenario14_500rps,2,4_iBench_CPU_pods,14,500,500.0037199415646,0.107,0.094,0.0,0.162,0.182,0.241,3.122,0
2replicas_scenario21_500rps,2,1_stress-ng_l3_pod,21,500,500.0028382299999,0.13,0.126,0.0,0.172,0.192,0.278,2.463,0
2replicas_scenario22_500rps,2,2_stress-ng_l3_pods,22,500,500.00451329629493,0.181,0.155,0.0,0.269,0.375,0.566,2.189,0
2replicas_scenario23_500rps,2,3_stress-ng_l3_pods,23,500,500.00537720782813,0.343,0.345,0.0,0.575,0.626,0.74,3.8,0
2replicas_scenario24_500rps,2,4_stress-ng_l3_pods,24,500,500.0038595770147,0.526,0.499,0.0,0.855,0.973,1.212,3.959,0
2replicas_scenario31_500rps,2,1_iBench_memBW_pod,31,500,500.0027928628223,0.104,0.098,0.0,0.131,0.146,0.207,2.736,0
2replicas_scenario32_500rps,2,2_iBench_memBW_pods,32,500,500.00514282234116,0.119,0.102,0.0,0.179,0.203,0.277,3.163,0
2replicas_scenario33_500rps,2,3_iBench_memBW_pods,33,500,500.0038876663388,0.123,0.116,0.0,0.159,0.189,0.267,3.679,0
2replicas_scenario34_500rps,2,4_iBench_memBW_pods,34,500,500.00326178794506,0.136,0.122,0.0,0.196,0.22,0.303,3.925,0
2replicas_scenario0_1000rps,2,Baseline0,0,1000,1000.0001962833718,0.093,0.09,0.0,0.108,0.118,0.156,3.495,0
2replicas_scenario1_1000rps,2,Baseline1,1,1000,1000.0046812330249,0.093,0.09,0.0,0.107,0.116,0.154,2.729,0
2replicas_scenario2_1000rps,2,Baseline2,2,1000,1000.0011836069565,0.093,0.09,0.0,0.109,0.117,0.155,2.524,0
2replicas_scenario11_1000rps,2,1_iBench_CPU_pod,11,1000,1000.0002421556143,0.093,0.09,0.0,0.107,0.116,0.154,2.293,0
2replicas_scenario12_1000rps,2,2_iBench_CPU_pods,12,1000,1000.0012855460972,0.093,0.09,0.0,0.108,0.119,0.174,2.77,0
2replicas_scenario13_1000rps,2,3_iBench_CPU_pods,13,1000,1000.0020498819798,0.135,0.112,0.0,0.205,0.223,0.272,3.4,0
2replicas_scenario14_1000rps,2,4_iBench_CPU_pods,14,1000,1000.0021191600465,0.158,0.167,0.0,0.218,0.236,0.286,3.473,0
2replicas_scenario21_1000rps,2,1_stress-ng_l3_pod,21,1000,1000.0032997331105,0.123,0.115,0.0,0.168,0.186,0.257,3.016,0
2replicas_scenario22_1000rps,2,2_stress-ng_l3_pods,22,1000,1000.0016138248266,0.247,0.161,0.0,0.513,0.575,0.692,3.978,0
2replicas_scenario23_1000rps,2,3_stress-ng_l3_pods,23,1000,1000.0023073108792,0.388,0.314,0.0,0.767,0.869,1.026,14.298,0
2replicas_scenario24_1000rps,2,4_stress-ng_l3_pods,24,1000,1000.0016787694849,0.454,0.431,0.0,0.786,0.882,1.075,4.631,0
