Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
2replicas_scenario0_100rps,2,Baseline0,0,100,100.00496320021021,0.309,0.316,0.0,0.497,0.546,0.599,3.169,0
2replicas_scenario1_100rps,2,Baseline1,1,100,100.0052907099013,0.309,0.316,0.0,0.505,0.548,0.601,3.849,0
2replicas_scenario2_100rps,2,Baseline2,2,100,100.00512926030184,0.304,0.313,0.0,0.497,0.547,0.601,1.161,0
2replicas_scenario11_100rps,2,1_iBench_CPU_pod,11,100,100.005033387226,0.295,0.304,0.0,0.44,0.525,0.592,1.888,0
2replicas_scenario12_100rps,2,2_iBench_CPU_pods,12,100,100.00496724005582,0.366,0.298,0.0,0.49,0.572,3.554,4.367,0
2replicas_scenario13_100rps,2,3_iBench_CPU_pods,13,100,100.00536012618302,0.324,0.252,0.0,0.443,0.555,2.661,4.288,0
2replicas_scenario14_100rps,2,4_iBench_CPU_pods,14,100,100.00492041987118,0.326,0.213,0.0,0.385,0.527,3.068,4.238,0
2replicas_scenario21_100rps,2,1_stress-ng_l3_pod,21,100,100.00527146953593,0.294,0.285,0.0,0.408,0.461,0.549,1.442,0
2replicas_scenario22_100rps,2,2_stress-ng_l3_pods,22,100,100.0052023861897,0.431,0.355,0.0,0.744,0.79,0.872,4.273,0
2replicas_scenario23_100rps,2,3_stress-ng_l3_pods,23,100,100.00532246660477,0.801,0.658,0.0,1.598,1.896,2.316,6.284,0
2replicas_scenario24_100rps,2,4_stress-ng_l3_pods,24,100,100.00509176369181,0.911,0.793,0.0,1.493,1.809,2.245,5.203,0
2replicas_scenario31_100rps,2,1_iBench_memBW_pod,31,100,100.00488641931483,0.304,0.304,0.0,0.436,0.526,0.591,0.908,0
2replicas_scenario32_100rps,2,2_iBench_memBW_pods,32,100,100.00536416606069,0.303,0.297,0.0,0.416,0.492,0.581,1.096,0
2replicas_scenario33_100rps,2,3_iBench_memBW_pods,33,100,100.00499232310935,0.321,0.315,0.0,0.461,0.504,0.592,6.314,0
2replicas_scenario34_100rps,2,4_iBench_memBW_pods,34,100,100.00501158948103,0.329,0.291,0.0,0.498,0.55,0.682,4.541,0
2replicas_scenario0_500rps,2,Baseline0,0,500,500.0053586102066,0.088,0.084,0.0,0.102,0.112,0.16,2.564,0
2replicas_scenario1_500rps,2,Baseline1,1,500,500.0039865790076,0.088,0.084,0.0,0.102,0.111,0.16,3.674,0
2replicas_scenario2_500rps,2,Baseline2,2,500,500.0051684228691,0.088,0.085,0.0,0.102,0.111,0.157,2.511,0
2replicas_scenario11_500rps,2,1_iBench_CPU_pod,11,500,500.00527118890363,0.105,0.087,0.0,0.117,0.154,0.244,4.26,0
2replicas_scenario12_500rps,2,2_iBench_CPU_pods,12,500,500.0049673076811,0.116,0.088,0.0,0.142,0.168,0.617,4.229,0
2replicas_scenario13_500rps,2,3_iBench_CPU_pods,13,500,500.0042166411154,0.151,0.092,0.0,0.143,0.179,2.277,4.933,0
2replicas_scenario14_500rps,2,4_iBench_CPU_pods,14,500,500.00334020564713,0.195,0.094,0.0,0.164,0.373,2.701,6.976,0
2replicas_scenario21_500rps,2,1_stress-ng_l3_pod,21,500,500.0052332519955,0.113,0.106,0.0,0.147,0.166,0.25,2.392,0
2replicas_scenario22_500rps,2,2_stress-ng_l3_pods,22,500,500.0051274081356,0.204,0.139,0.0,0.421,0.483,0.613,3.572,0
2replicas_scenario23_500rps,2,3_stress-ng_l3_pods,23,500,500.00487444752,0.359,0.325,0.0,0.645,0.821,1.645,6.757,0
2replicas_scenario24_500rps,2,4_stress-ng_l3_pods,24,500,500.0029141503178,0.554,0.468,0.0,0.94,1.505,2.063,5.627,0
2replicas_scenario31_500rps,2,1_iBench_memBW_pod,31,500,500.0052813641184,0.096,0.091,0.0,0.122,0.135,0.187,3.323,0
2replicas_scenario32_500rps,2,2_iBench_memBW_pods,32,500,500.00337415888083,0.104,0.098,0.0,0.13,0.148,0.211,2.847,0
2replicas_scenario33_500rps,2,3_iBench_memBW_pods,33,500,500.00370849695014,0.112,0.106,0.0,0.142,0.167,0.244,4.931,0
2replicas_scenario34_500rps,2,4_iBench_memBW_pods,34,500,500.0052945616198,0.128,0.113,0.0,0.183,0.214,0.29,4.964,0
2replicas_scenario0_1000rps,2,Baseline0,0,1000,1000.0037677808627,0.087,0.084,0.0,0.1,0.108,0.142,3.72,0
2replicas_scenario1_1000rps,2,Baseline1,1,1000,1000.0054419740594,0.087,0.084,0.0,0.101,0.108,0.141,4.021,0
2replicas_scenario2_1000rps,2,Baseline2,2,1000,999.9998770666817,0.087,0.084,0.0,0.101,0.108,0.142,2.859,0
2replicas_scenario11_1000rps,2,1_iBench_CPU_pod,11,1000,1000.0047212889572,0.097,0.085,0.0,0.103,0.114,0.193,6.781,0
2replicas_scenario12_1000rps,2,2_iBench_CPU_pods,12,1000,1000.0022471883831,0.122,0.087,0.0,0.127,0.174,1.383,5.321,0
2replicas_scenario13_1000rps,2,3_iBench_CPU_pods,13,1000,1000.0034950011038,0.156,0.087,0.0,0.153,0.232,2.231,6.022,0
2replicas_scenario14_1000rps,2,4_iBench_CPU_pods,14,1000,999.9998993111212,0.167,0.093,0.0,0.186,0.237,2.293,6.667,0
2replicas_scenario21_1000rps,2,1_stress-ng_l3_pod,21,1000,1000.0019812761477,0.109,0.101,0.0,0.146,0.163,0.224,3.892,0
2replicas_scenario22_1000rps,2,2_stress-ng_l3_pods,22,1000,1000.0002982573016,0.169,0.128,0.0,0.359,0.42,0.525,3.738,0
2replicas_scenario23_1000rps,2,3_stress-ng_l3_pods,23,1000,1000.003784119875,0.282,0.216,0.0,0.469,0.582,1.426,4.589,0
2replicas_scenario24_1000rps,2,4_stress-ng_l3_pods,24,1000,1000.0012340404118,0.51,0.39,0.0,0.992,1.578,2.427,7.419,0
2replicas_scenario31_1000rps,2,1_iBench_memBW_pod,31,1000,1000.0038318369051,0.092,0.088,0.0,0.113,0.123,0.164,3.07,0
2replicas_scenario32_1000rps,2,2_iBench_memBW_pods,32,1000,1000.0057047603219,0.096,0.092,0.0,0.117,0.128,0.166,3.473,0
2replicas_scenario33_1000rps,2,3_iBench_memBW_pods,33,1000,1000.0012439515474,0.106,0.096,0.0,0.141,0.162,0.225,3.758,0
2replicas_scenario34_1000rps,2,4_iBench_memBW_pods,34,1000,1000.0046085712388,0.114,0.103,0.0,0.155,0.176,0.251,3.833,0
2replicas_scenario0_1500rps,2,Baseline0,0,1500,1500.0047487983672,0.088,0.084,0.0,0.106,0.121,0.185,3.749,0
2replicas_scenario1_1500rps,2,Baseline1,1,1500,1500.0019597625965,0.086,0.084,0.0,0.102,0.109,0.136,3.138,0
2replicas_scenario2_1500rps,2,Baseline2,2,1500,1500.0068586448472,0.086,0.084,0.0,0.103,0.111,0.138,3.003,0
2replicas_scenario11_1500rps,2,1_iBench_CPU_pod,11,1500,1500.0025108746136,0.1,0.084,0.0,0.105,0.117,0.272,3.963,0
2replicas_scenario12_1500rps,2,2_iBench_CPU_pods,12,1500,1500.0054903969838,0.11,0.086,0.0,0.122,0.153,0.542,4.224,0
2replicas_scenario13_1500rps,2,3_iBench_CPU_pods,13,1500,1500.0025783877654,0.122,0.086,0.0,0.117,0.141,1.464,4.899,0
2replicas_scenario14_1500rps,2,4_iBench_CPU_pods,14,1500,1500.0012691519287,0.192,0.1,0.0,0.221,0.363,2.399,8.988,0
2replicas_scenario21_1500rps,2,1_stress-ng_l3_pod,21,1500,1500.0064075758617,0.106,0.1,0.0,0.139,0.153,0.211,6.38,0
2replicas_scenario22_1500rps,2,2_stress-ng_l3_pods,22,1500,1500.0007768254025,0.195,0.131,0.0,0.411,0.488,0.643,3.348,0
2replicas_scenario23_1500rps,2,3_stress-ng_l3_pods,23,1500,1500.0005417001955,0.322,0.168,0.0,0.657,0.935,1.829,6.52,0
2replicas_scenario24_1500rps,2,4_stress-ng_l3_pods,24,1500,1500.000707242,0.503,0.402,0.0,0.903,1.414,2.256,8.25,0
2replicas_scenario31_1500rps,2,1_iBench_memBW_pod,31,1500,1500.0057540646505,0.091,0.087,0.0,0.112,0.124,0.178,3.588,0
2replicas_scenario32_1500rps,2,2_iBench_memBW_pods,32,1500,1500.001882803781,0.095,0.09,0.0,0.117,0.131,0.195,3.909,0
2replicas_scenario33_1500rps,2,3_iBench_memBW_pods,33,1500,1500.0048336322425,0.123,0.096,0.0,0.169,0.203,0.586,6.805,0
2replicas_scenario34_1500rps,2,4_iBench_memBW_pods,34,1500,1500.0013553423555,0.164,0.101,0.0,0.199,0.28,2.178,7.684,0
2replicas_scenario0_2000rps,2,Baseline0,0,2000,2000.0011471260666,0.088,0.084,0.0,0.106,0.115,0.148,3.359,0
2replicas_scenario1_2000rps,2,Baseline1,1,2000,2000.0004522445468,0.088,0.084,0.0,0.109,0.119,0.175,3.345,0
2replicas_scenario2_2000rps,2,Baseline2,2,2000,2000.0001413892915,0.088,0.084,0.0,0.107,0.118,0.176,3.676,0
2replicas_scenario11_2000rps,2,1_iBench_CPU_pod,11,2000,2000.0016364947737,0.099,0.085,0.0,0.111,0.125,0.22,3.983,0
2replicas_scenario12_2000rps,2,2_iBench_CPU_pods,12,2000,2000.0017364903968,0.112,0.085,0.0,0.118,0.142,0.994,5.603,0
2replicas_scenario13_2000rps,2,3_iBench_CPU_pods,13,2000,2000.002297235972,0.225,0.17,0.0,0.279,0.404,1.969,6.39,0
