Test_ID,Replicas,Interference,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P99_Latency,Max_Latency
3replicas_scenario10_2000rps,3,2_stress-ng_l3_pods,2000,1963.32,648.03,570.0,821.0,1220.0,2010.0,3370.0
3replicas_scenario10_2500rps,3,2_stress-ng_l3_pods,2500,2454.95,615.25,528.0,781.0,1160.0,1940.0,4180.0
3replicas_scenario11_500rps,3,3_stress-ng_l3_pods,500,488.38,369.44,287.0,457.0,752.0,1360.0,2660.0
3replicas_scenario11_1000rps,3,3_stress-ng_l3_pods,1000,996.65,78.88,69.0,80.0,104.0,288.0,2100.0
3replicas_scenario11_1500rps,3,3_stress-ng_l3_pods,1500,1495.38,82.69,69.0,87.0,124.0,241.0,2810.0
3replicas_scenario11_2000rps,3,3_stress-ng_l3_pods,2000,1963.3,658.15,562.0,850.0,1230.0,2000.0,3350.0
3replicas_scenario11_2500rps,3,3_stress-ng_l3_pods,2500,2493.96,73.64,66.0,79.0,101.0,165.0,2840.0
3replicas_scenario12_500rps,3,4_stress-ng_l3_pods,500,496.67,90.81,71.0,110.0,142.0,288.0,2370.0
3replicas_scenario12_1000rps,3,4_stress-ng_l3_pods,1000,996.65,82.04,69.0,84.0,121.0,240.0,2590.0
3replicas_scenario12_1500rps,3,4_stress-ng_l3_pods,1500,1471.71,900.0,870.0,1200.0,1590.0,2330.0,4530.0
3replicas_scenario12_2000rps,3,4_stress-ng_l3_pods,2000,1994.98,72.25,66.0,77.0,95.0,153.0,3060.0
3replicas_scenario12_2500rps,3,4_stress-ng_l3_pods,2500,2493.97,74.04,68.0,80.0,100.0,163.0,1520.0
3replicas_scenario13_500rps,3,1_iBench_memBW_pod,500,488.38,638.69,524.0,880.0,1210.0,1960.0,3610.0
3replicas_scenario13_1000rps,3,1_iBench_memBW_pod,1000,996.67,107.59,73.0,119.0,178.0,513.0,2330.0
3replicas_scenario13_1500rps,3,1_iBench_memBW_pod,1500,1471.69,740.63,636.0,1010.0,1350.0,2170.0,3680.0
3replicas_scenario13_2000rps,3,1_iBench_memBW_pod,2000,1994.96,74.5,67.0,79.0,104.0,181.0,2560.0
3replicas_scenario13_2500rps,3,1_iBench_memBW_pod,2500,2454.99,733.38,609.0,1000.0,1350.0,2190.0,3450.0
3replicas_scenario14_500rps,3,2_iBench_memBW_pods,500,496.67,84.23,68.0,88.0,136.0,294.0,2850.0
3replicas_scenario14_1000rps,3,2_iBench_memBW_pods,1000,996.64,76.62,68.0,77.0,102.0,235.0,1520.0
3replicas_scenario14_1500rps,3,2_iBench_memBW_pods,1500,1471.68,870.0,821.0,1150.0,1480.0,2200.0,3160.0
3replicas_scenario14_2000rps,3,2_iBench_memBW_pods,2000,1963.37,742.53,647.0,1010.0,1340.0,2150.0,3310.0
3replicas_scenario14_2500rps,3,2_iBench_memBW_pods,2500,2454.96,518.56,430.0,699.0,990.0,1540.0,4470.0
3replicas_scenario15_500rps,3,3_iBench_memBW_pods,500,488.4,520.61,384.0,677.0,1090.0,1930.0,3080.0
3replicas_scenario15_1000rps,3,3_iBench_memBW_pods,1000,996.66,100.18,72.0,100.0,158.0,488.0,3120.0
3replicas_scenario15_1500rps,3,3_iBench_memBW_pods,1500,1471.7,662.69,578.0,870.0,1230.0,1960.0,4170.0
3replicas_scenario15_2000rps,3,3_iBench_memBW_pods,2000,1994.97,85.85,68.0,81.0,145.0,325.0,3020.0
3replicas_scenario15_2500rps,3,3_iBench_memBW_pods,2500,2456.13,494.3,434.0,661.0,880.0,1510.0,2570.0
3replicas_scenario16_500rps,3,4_iBench_memBW_pods,500,488.4,541.63,408.0,712.0,1120.0,1930.0,4660.0
3replicas_scenario16_1000rps,3,4_iBench_memBW_pods,1000,979.98,746.95,654.0,1020.0,1370.0,2110.0,3090.0
3replicas_scenario16_1500rps,3,4_iBench_memBW_pods,1500,1471.67,616.57,521.0,812.0,1130.0,1900.0,3210.0
3replicas_scenario16_2000rps,3,4_iBench_memBW_pods,2000,1963.3,625.38,490.0,870.0,1190.0,2050.0,3620.0
3replicas_scenario16_2500rps,3,4_iBench_memBW_pods,2500,2455.0,727.28,668.0,970.0,1330.0,2000.0,3310.0
4replicas_scenario0_500rps,4,Baseline0,500,488.39,489.82,387.0,659.0,970.0,1600.0,3290.0
4replicas_scenario0_1000rps,4,Baseline0,1000,979.98,465.14,390.0,626.0,860.0,1440.0,3500.0
4replicas_scenario0_1500rps,4,Baseline0,1500,1495.4,82.3,72.0,85.0,116.0,222.0,2190.0
4replicas_scenario0_2000rps,4,Baseline0,2000,1963.27,581.72,511.0,800.0,1040.0,1740.0,3960.0
4replicas_scenario0_2500rps,4,Baseline0,2500,2493.95,75.47,68.0,81.0,104.0,181.0,3640.0
4replicas_scenario1_500rps,4,Baseline1,500,496.67,97.64,75.0,119.0,153.0,302.0,2670.0
4replicas_scenario1_1000rps,4,Baseline1,1000,996.65,96.11,72.0,99.0,152.0,420.0,3100.0
4replicas_scenario1_1500rps,4,Baseline1,1500,1471.68,564.15,473.0,743.0,1060.0,1720.0,3760.0
4replicas_scenario1_2000rps,4,Baseline1,2000,1963.31,362.59,296.0,481.0,688.0,1200.0,2570.0
4replicas_scenario1_2500rps,4,Baseline1,2500,2456.52,697.67,605.0,910.0,1310.0,2100.0,4020.0
4replicas_scenario2_500rps,4,Baseline2,500,496.66,76.07,67.0,77.0,112.0,224.0,1560.0
4replicas_scenario2_1000rps,4,Baseline2,1000,979.99,539.71,398.0,713.0,1100.0,2070.0,3360.0
4replicas_scenario2_1500rps,4,Baseline2,1500,1471.72,721.1,624.0,990.0,1340.0,2160.0,3340.0
4replicas_scenario2_2000rps,4,Baseline2,2000,1963.32,671.94,581.0,880.0,1250.0,2140.0,3880.0
4replicas_scenario2_2500rps,4,Baseline2,2500,2455.48,782.57,693.0,1040.0,1370.0,2220.0,4660.0
4replicas_scenario3_500rps,4,Baseline3,500,496.67,84.57,70.0,93.0,132.0,257.0,2280.0
4replicas_scenario3_1000rps,4,Baseline3,1000,996.66,85.23,71.0,87.0,128.0,254.0,1410.0
4replicas_scenario3_1500rps,4,Baseline3,1500,1471.67,970.0,950.0,1260.0,1610.0,2420.0,5450.0
4replicas_scenario3_2000rps,4,Baseline3,2000,1994.95,75.85,67.0,78.0,104.0,199.0,2810.0
4replicas_scenario3_2500rps,4,Baseline3,2500,2493.98,74.37,69.0,81.0,98.0,151.0,2500.0
4replicas_scenario4_500rps,4,Baseline4,500,496.67,73.79,64.0,76.0,102.0,237.0,1160.0
4replicas_scenario4_1000rps,4,Baseline4,1000,980.01,619.32,510.0,778.0,1180.0,2030.0,3200.0
4replicas_scenario4_1500rps,4,Baseline4,1500,1495.39,79.66,70.0,81.0,108.0,228.0,3010.0
4replicas_scenario4_2000rps,4,Baseline4,2000,1963.3,664.33,560.0,880.0,1270.0,2000.0,5080.0
4replicas_scenario4_2500rps,4,Baseline4,2500,2493.94,80.15,73.0,85.0,107.0,180.0,1690.0
4replicas_scenario5_500rps,4,1_iBench_CPU_pod,500,496.67,73.58,65.0,76.0,104.0,219.0,464.0
4replicas_scenario5_1000rps,4,1_iBench_CPU_pod,1000,996.66,95.75,72.0,112.0,148.0,348.0,3650.0
4replicas_scenario5_1500rps,4,1_iBench_CPU_pod,1500,1471.69,424.55,351.0,559.0,774.0,1340.0,4570.0
4replicas_scenario5_2000rps,4,1_iBench_CPU_pod,2000,1994.99,76.56,71.0,81.0,98.0,166.0,2570.0
4replicas_scenario5_2500rps,4,1_iBench_CPU_pod,2500,2454.98,713.86,594.0,980.0,1380.0,2240.0,4180.0
4replicas_scenario6_500rps,4,2_iBench_CPU_pods,500,488.37,620.33,476.0,850.0,1280.0,2000.0,3390.0
4replicas_scenario6_1000rps,4,2_iBench_CPU_pods,1000,996.65,72.6,68.0,77.0,92.0,150.0,2480.0
4replicas_scenario6_1500rps,4,2_iBench_CPU_pods,1500,1471.7,528.81,445.0,719.0,940.0,1610.0,2670.0
4replicas_scenario6_2000rps,4,2_iBench_CPU_pods,2000,1994.95,78.8,71.0,82.0,106.0,195.0,2300.0
4replicas_scenario6_2500rps,4,2_iBench_CPU_pods,2500,2456.59,450.0,380.0,606.0,808.0,1340.0,3120.0
4replicas_scenario7_500rps,4,3_iBench_CPU_pods,500,488.39,490.36,359.0,613.0,1030.0,2020.0,4790.0
4replicas_scenario7_1000rps,4,3_iBench_CPU_pods,1000,996.67,76.43,70.0,80.0,102.0,179.0,2920.0
4replicas_scenario7_1500rps,4,3_iBench_CPU_pods,1500,1495.42,80.48,69.0,82.0,119.0,234.0,2690.0
4replicas_scenario7_2000rps,4,3_iBench_CPU_pods,2000,1963.29,501.26,427.0,667.0,900.0,1620.0,3580.0
4replicas_scenario7_2500rps,4,3_iBench_CPU_pods,2500,2493.97,79.85,72.0,86.0,109.0,177.0,1810.0
4replicas_scenario8_500rps,4,4_iBench_CPU_pods,500,488.39,637.24,503.0,870.0,1290.0,2090.0,3570.0
4replicas_scenario8_1000rps,4,4_iBench_CPU_pods,1000,980.04,517.83,401.0,677.0,1060.0,1840.0,3810.0
4replicas_scenario8_1500rps,4,4_iBench_CPU_pods,1500,1495.54,81.24,71.0,83.0,110.0,231.0,3660.0
4replicas_scenario8_2000rps,4,4_iBench_CPU_pods,2000,1963.3,787.87,726.0,980.0,1370.0,2190.0,3670.0
4replicas_scenario8_2500rps,4,4_iBench_CPU_pods,2500,2455.18,690.75,588.0,940.0,1310.0,2160.0,5370.0
4replicas_scenario9_500rps,4,1_stress-ng_l3_pod,500,488.65,827.59,724.0,1130.0,1610.0,2360.0,3240.0
4replicas_scenario9_1000rps,4,1_stress-ng_l3_pod,1000,996.64,83.46,71.0,83.0,123.0,274.0,2330.0
4replicas_scenario9_1500rps,4,1_stress-ng_l3_pod,1500,1471.72,960.0,930.0,1250.0,1640.0,2440.0,3820.0
4replicas_scenario9_2000rps,4,1_stress-ng_l3_pod,2000,1963.29,590.75,490.0,739.0,1100.0,1930.0,3510.0
4replicas_scenario9_2500rps,4,1_stress-ng_l3_pod,2500,2455.07,860.0,760.0,1170.0,1550.0,2360.0,4910.0
4replicas_scenario10_500rps,4,2_stress-ng_l3_pods,500,496.67,94.83,73.0,117.0,147.0,290.0,2730.0
4replicas_scenario10_1000rps,4,2_stress-ng_l3_pods,1000,979.99,487.22,381.0,630.0,970.0,1760.0,3460.0
4replicas_scenario10_1500rps,4,2_stress-ng_l3_pods,1500,1471.76,455.72,383.0,595.0,820.0,1420.0,4900.0
4replicas_scenario10_2000rps,4,2_stress-ng_l3_pods,2000,1963.29,555.83,451.0,704.0,1040.0,1870.0,3410.0
4replicas_scenario10_2500rps,4,2_stress-ng_l3_pods,2500,2454.98,764.45,652.0,1050.0,1400.0,2320.0,3590.0
4replicas_scenario11_500rps,4,3_stress-ng_l3_pods,500,496.66,95.38,73.0,113.0,149.0,321.0,3160.0
4replicas_scenario11_1000rps,4,3_stress-ng_l3_pods,1000,979.99,652.9,527.0,880.0,1280.0,2120.0,3540.0
4replicas_scenario11_1500rps,4,3_stress-ng_l3_pods,1500,1495.54,73.82,70.0,79.0,94.0,135.0,2790.0
4replicas_scenario11_2000rps,4,3_stress-ng_l3_pods,2000,1994.97,88.91,72.0,87.0,154.0,252.0,3300.0
4replicas_scenario11_2500rps,4,3_stress-ng_l3_pods,2500,2493.93,76.65,68.0,82.0,107.0,193.0,1530.0
4replicas_scenario12_500rps,4,4_stress-ng_l3_pods,500,488.39,325.38,245.0,400.0,658.0,1280.0,2420.0
4replicas_scenario12_1000rps,4,4_stress-ng_l3_pods,1000,996.65,72.3,69.0,78.0,91.0,136.0,3620.0
4replicas_scenario12_1500rps,4,4_stress-ng_l3_pods,1500,1495.52,73.95,69.0,79.0,96.0,159.0,1570.0
4replicas_scenario12_2000rps,4,4_stress-ng_l3_pods,2000,1963.62,880.0,798.0,1200.0,1550.0,2330.0,3480.0
4replicas_scenario12_2500rps,4,4_stress-ng_l3_pods,2500,2493.98,80.14,71.0,85.0,111.0,191.0,3150.0
4replicas_scenario13_500rps,4,1_iBench_memBW_pod,500,488.38,582.73,440.0,797.0,1190.0,1980.0,4040.0
4replicas_scenario13_1000rps,4,1_iBench_memBW_pod,1000,980.0,509.57,426.0,667.0,950.0,1680.0,2890.0
4replicas_scenario13_1500rps,4,1_iBench_memBW_pod,1500,1495.54,78.29,70.0,81.0,105.0,212.0,2640.0
4replicas_scenario13_2000rps,4,1_iBench_memBW_pod,2000,1994.95,74.95,70.0,80.0,96.0,157.0,2600.0
4replicas_scenario13_2500rps,4,1_iBench_memBW_pod,2500,2493.96,85.56,73.0,89.0,122.0,273.0,1650.0
4replicas_scenario14_500rps,4,2_iBench_memBW_pods,500,488.38,508.4,379.0,655.0,1060.0,1920.0,3120.0
4replicas_scenario14_1000rps,4,2_iBench_memBW_pods,1000,996.66,85.56,70.0,83.0,130.0,298.0,2480.0
4replicas_scenario14_1500rps,4,2_iBench_memBW_pods,1500,1471.69,841.47,758.0,1140.0,1500.0,2360.0,3970.0
4replicas_scenario14_2000rps,4,2_iBench_memBW_pods,2000,1994.96,72.05,67.0,77.0,92.0,150.0,1170.0
4replicas_scenario14_2500rps,4,2_iBench_memBW_pods,2500,2455.57,639.1,554.0,791.0,1200.0,1890.0,4190.0
4replicas_scenario15_500rps,4,3_iBench_memBW_pods,500,488.39,419.31,324.0,527.0,890.0,1440.0,2970.0
4replicas_scenario15_1000rps,4,3_iBench_memBW_pods,1000,996.66,80.75,71.0,81.0,104.0,299.0,3000.0
4replicas_scenario15_1500rps,4,3_iBench_memBW_pods,1500,1495.41,85.61,70.0,86.0,132.0,284.0,1840.0
4replicas_scenario15_2000rps,4,3_iBench_memBW_pods,2000,1963.34,614.36,497.0,792.0,1180.0,2020.0,3610.0
4replicas_scenario15_2500rps,4,3_iBench_memBW_pods,2500,2493.96,91.89,75.0,94.0,154.0,261.0,2360.0
4replicas_scenario16_500rps,4,4_iBench_memBW_pods,500,496.66,94.68,73.0,115.0,146.0,309.0,2490.0
4replicas_scenario16_1000rps,4,4_iBench_memBW_pods,1000,979.99,520.78,419.0,687.0,1000.0,1700.0,3630.0
4replicas_scenario16_1500rps,4,4_iBench_memBW_pods,1500,1471.71,624.07,553.0,817.0,1130.0,1840.0,3630.0
4replicas_scenario16_2000rps,4,4_iBench_memBW_pods,2000,1963.31,530.46,434.0,703.0,1020.0,1770.0,4220.0
4replicas_scenario16_2500rps,4,4_iBench_memBW_pods,2500,2493.95,76.97,69.0,82.0,106.0,199.0,2410.0
