Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
4replicas_scenario0_100rps,4,Baseline0,0,100,100.00513008649772,0.306,0.316,0.0,0.495,0.549,0.604,1.07,0
4replicas_scenario1_100rps,4,Baseline1,1,100,100.00541625778705,0.301,0.309,0.0,0.492,0.546,0.6,3.061,0
4replicas_scenario2_100rps,4,Baseline2,2,100,100.00513621823826,0.297,0.308,0.0,0.482,0.541,0.599,2.276,0
4replicas_scenario11_100rps,4,1_iBench_CPU_pod,11,100,100.00496594937206,0.363,0.308,0.0,0.499,0.563,3.537,4.197,0
4replicas_scenario12_100rps,4,2_iBench_CPU_pods,12,100,100.00505752021662,0.304,0.308,0.0,0.444,0.534,0.6,4.123,0
4replicas_scenario13_100rps,4,3_iBench_CPU_pods,13,100,100.0054086208493,0.268,0.216,0.0,0.391,0.508,1.026,3.745,0
4replicas_scenario14_100rps,4,4_iBench_CPU_pods,14,100,100.00520099548947,0.375,0.272,0.0,0.565,1.26,2.407,5.136,0
4replicas_scenario21_100rps,4,1_stress-ng_l3_pod,21,100,100.00514438074403,0.292,0.281,0.0,0.422,0.47,0.559,2.228,0
4replicas_scenario22_100rps,4,2_stress-ng_l3_pods,22,100,100.0050287217566,0.38,0.322,0.0,0.695,0.758,0.832,2.19,0
4replicas_scenario23_100rps,4,3_stress-ng_l3_pods,23,100,100.00534677642045,0.53,0.451,0.0,0.774,0.836,1.323,3.587,0
4replicas_scenario24_100rps,4,4_stress-ng_l3_pods,24,100,100.00519581606213,0.959,0.78,0.0,1.847,2.41,3.871,6.413,0
4replicas_scenario31_100rps,4,1_iBench_memBW_pod,31,100,100.00497611371587,0.299,0.298,0.0,0.426,0.524,0.601,2.282,0
4replicas_scenario32_100rps,4,2_iBench_memBW_pods,32,100,100.00490632126363,0.292,0.28,0.0,0.409,0.454,0.565,2.151,0
4replicas_scenario33_100rps,4,3_iBench_memBW_pods,33,100,100.00530727554569,0.307,0.284,0.0,0.435,0.507,0.625,4.661,0
4replicas_scenario34_100rps,4,4_iBench_memBW_pods,34,100,100.00509248487637,0.363,0.316,0.0,0.487,0.552,1.898,5.685,0
4replicas_scenario0_500rps,4,Baseline0,0,500,500.0042017241976,0.088,0.084,0.0,0.102,0.111,0.159,3.689,0
4replicas_scenario1_500rps,4,Baseline1,1,500,500.0046721964362,0.088,0.085,0.0,0.102,0.111,0.157,3.447,0
4replicas_scenario2_500rps,4,Baseline2,2,500,500.0029187448158,0.088,0.084,0.0,0.102,0.111,0.159,2.334,0
4replicas_scenario11_500rps,4,1_iBench_CPU_pod,11,500,500.00368457159635,0.106,0.087,0.0,0.123,0.157,0.245,4.121,0
