0,500,1745769745159593,16375
0,500,1745769745258692,1435
0,500,1745769745321553,1338
0,500,1745769745479748,3316
0,500,1745769745488387,3405
0,500,1745769745811595,3931
0,500,1745769745846973,3383
0,500,1745769745938565,3646
0,500,1745769746010347,2767
0,500,1745769746016749,2402
0,500,1745769746093240,2601
0,500,1745769746176553,3362
0,500,1745769746190306,2807
0,500,1745769746222812,1023
0,500,1745769746274865,1635
0,500,1745769746304947,1634
0,500,1745769746459573,2726
0,500,1745769746701037,3560
0,500,1745769746740991,2901
0,500,1745769746940700,2509
0,500,1745769746946376,2566
0,500,1745769746978243,1215
0,500,1745769747099536,3444
0,500,1745769747105544,2956
0,500,1745769747128931,1630
0,500,1745769747485644,2800
0,500,1745769747511511,2963
0,500,1745769747718040,3477
0,500,1745769747729440,2496
0,500,1745769747748796,1638
0,500,1745769747793449,2699
0,500,1745769747813521,1453
0,500,1745769747867083,2830
0,500,1745769747972744,2598
0,500,1745769748078713,1289
0,500,1745769748258049,5357
0,500,1745769748367178,2492
0,500,1745769748664915,3368
0,500,1745769748794020,2963
0,500,1745769748811962,2345
0,500,1745769748834899,1333
0,500,1745769748986922,3080
0,500,1745769749157862,1162
0,500,1745769749364622,1208
0,500,1745769749491519,2969
0,500,1745769749564260,2760
0,500,1745769749868443,2925
0,500,1745769749875907,2549
0,500,1745769749877435,3497
0,500,1745769749951920,2214
0,500,1745769749979712,1382
0,500,1745769750015322,2950
0,500,1745769750068390,2923
0,500,1745769750160047,3576
0,500,1745769750240613,2530
0,500,1745769750245582,2877
0,500,1745769750320083,2460
0,500,1745769750325992,2270
0,500,1745769750332827,2893
0,500,1745769750403473,2663
0,500,1745769750518254,2633
0,500,1745769750531810,2727
0,500,1745769750558528,1024
0,500,1745769750577135,1183
0,500,1745769750764939,2958
0,500,1745769750768853,2926
0,500,1745769750776550,2687
0,500,1745769750793530,1259
0,500,1745769750912811,3345
0,500,1745769751147301,3031
0,500,1745769751171312,1393
0,500,1745769751231529,3304
0,500,1745769751275056,2571
0,500,1745769751433364,3868
0,500,1745769751453858,919
0,500,1745769751605760,2725
0,500,1745769751745866,2788
0,500,1745769751851043,2885
0,500,1745769752135031,2539
0,500,1745769752135319,3242
0,500,1745769752416211,2680
0,500,1745769752441784,1817
0,500,1745769752527236,2476
0,500,1745769752550756,1031
0,500,1745769752553356,1138
0,500,1745769752615279,2337
0,500,1745769752684308,2955
0,500,1745769752786184,2774
0,500,1745769752824862,1089
0,500,1745769752883226,969
0,500,1745769752948722,1033
0,500,1745769752964341,1146
0,500,1745769753080034,2916
0,500,1745769753307618,2432
0,500,1745769753398196,2362
0,500,1745769753431684,1731
0,500,1745769753528249,2649
0,500,1745769753646751,2467
0,500,1745769753977787,1793
0,500,1745769753992757,1546
0,500,1745769753999279,995
0,500,1745769754010855,1120
0,500,1745769754072858,3037
0,500,1745769754089971,2438
0,500,1745769754152766,2807
0,500,1745769754199227,1911
0,500,1745769754216545,1551
0,500,1745769754497114,3290
0,500,1745769754572523,2541
0,500,1745769754679905,2369
0,500,1745769754813609,3551
