Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
balanced_1replicas_scenario0_1500rps,balanced_1,Baseline0,0,1500,1500.0054764949946,0.092,0.09,0.0,0.11,0.119,0.149,3.392,0
balanced_1replicas_scenario1_1500rps,balanced_1,Baseline1,1,1500,1500.0043840771316,0.092,0.089,0.0,0.11,0.118,0.149,4.452,0
balanced_1replicas_scenario2_1500rps,balanced_1,Baseline2,2,1500,1500.0052728878952,0.092,0.09,0.0,0.111,0.119,0.15,3.436,0
balanced_1replicas_scenario11_1500rps,balanced_1,1_iBench_CPU_pod,11,1500,1500.0059860238882,0.098,0.09,0.0,0.114,0.131,0.221,5.923,0
balanced_1replicas_scenario12_1500rps,balanced_1,2_iBench_CPU_pods,12,1500,1500.007421523121,0.11,0.091,0.0,0.117,0.142,0.347,4.845,0
balanced_1replicas_scenario13_1500rps,balanced_1,3_iBench_CPU_pods,13,1500,1500.0054553531738,0.149,0.1,0.0,0.212,0.246,1.21,7.94,0
balanced_1replicas_scenario14_1500rps,balanced_1,4_iBench_CPU_pods,14,1500,1500.0046522110872,0.17,0.127,0.0,0.233,0.28,1.35,6.408,0
balanced_1replicas_scenario21_1500rps,balanced_1,1_stress-ng_l3_pod,21,1500,1500.003911401866,0.112,0.105,0.0,0.15,0.166,0.226,3.426,0
balanced_1replicas_scenario22_1500rps,balanced_1,2_stress-ng_l3_pods,22,1500,1500.0028120719385,0.213,0.138,0.0,0.453,0.531,0.701,3.573,0
balanced_1replicas_scenario23_1500rps,balanced_1,3_stress-ng_l3_pods,23,1500,1499.9995691656084,0.319,0.194,0.0,0.62,0.773,1.565,6.159,0
balanced_1replicas_scenario24_1500rps,balanced_1,4_stress-ng_l3_pods,24,1500,1500.002087084063,0.49,0.421,0.0,0.843,1.162,2.173,8.745,0
balanced_1replicas_scenario31_1500rps,balanced_1,1_iBench_memBW_pod,31,1500,1500.0037679844652,0.097,0.093,0.0,0.12,0.132,0.173,3.684,0
balanced_1replicas_scenario32_1500rps,balanced_1,2_iBench_memBW_pods,32,1500,1500.0029241859752,0.105,0.097,0.0,0.138,0.161,0.218,4.393,0
balanced_1replicas_scenario33_1500rps,balanced_1,3_iBench_memBW_pods,33,1500,1500.0052994963175,0.177,0.15,0.0,0.253,0.299,0.794,7.026,0
balanced_1replicas_scenario34_1500rps,balanced_1,4_iBench_memBW_pods,34,1500,1500.0030007643363,0.16,0.114,0.0,0.212,0.263,1.452,6.785,0
balanced_2replicas_scenario0_1500rps,balanced_2,Baseline0,0,1500,1500.0042106101134,0.093,0.09,0.0,0.111,0.119,0.16,3.37,0
balanced_2replicas_scenario1_1500rps,balanced_2,Baseline1,1,1500,1500.0069947492843,0.094,0.09,0.0,0.111,0.12,0.175,3.946,0
balanced_2replicas_scenario2_1500rps,balanced_2,Baseline2,2,1500,1500.0034105744214,0.092,0.089,0.0,0.109,0.117,0.148,3.798,0
balanced_2replicas_scenario11_1500rps,balanced_2,1_iBench_CPU_pod,11,1500,1499.9875662296736,0.099,0.09,0.0,0.111,0.121,0.17,3.764,0
balanced_2replicas_scenario12_1500rps,balanced_2,2_iBench_CPU_pods,12,1500,1500.002674917455,0.133,0.097,0.0,0.204,0.229,0.371,7.201,0
balanced_2replicas_scenario13_1500rps,balanced_2,3_iBench_CPU_pods,13,1500,1500.004889611718,0.118,0.092,0.0,0.123,0.161,0.812,6.593,0
balanced_2replicas_scenario14_1500rps,balanced_2,4_iBench_CPU_pods,14,1500,1500.002315886909,0.139,0.094,0.0,0.178,0.221,1.556,6.258,0
balanced_2replicas_scenario21_1500rps,balanced_2,1_stress-ng_l3_pod,21,1500,1500.00105835908,0.115,0.107,0.0,0.156,0.174,0.241,3.456,0
balanced_2replicas_scenario22_1500rps,balanced_2,2_stress-ng_l3_pods,22,1500,1499.9992662419654,0.222,0.151,0.0,0.464,0.538,0.693,4.129,0
balanced_2replicas_scenario23_1500rps,balanced_2,3_stress-ng_l3_pods,23,1500,1500.0014657682257,0.368,0.337,0.0,0.647,0.753,1.365,6.162,0
balanced_2replicas_scenario24_1500rps,balanced_2,4_stress-ng_l3_pods,24,1500,1500.005412877866,0.503,0.449,0.0,0.81,1.041,1.979,6.904,0
balanced_2replicas_scenario31_1500rps,balanced_2,1_iBench_memBW_pod,31,1500,1500.0017566196743,0.096,0.092,0.0,0.118,0.129,0.166,3.569,0
balanced_2replicas_scenario32_1500rps,balanced_2,2_iBench_memBW_pods,32,1500,1500.0046673728564,0.101,0.097,0.0,0.126,0.138,0.186,4.08,0
balanced_2replicas_scenario33_1500rps,balanced_2,3_iBench_memBW_pods,33,1500,1499.987451838305,0.141,0.105,0.0,0.196,0.238,0.618,5.688,0
balanced_2replicas_scenario34_1500rps,balanced_2,4_iBench_memBW_pods,34,1500,1500.0014293761005,0.201,0.156,0.0,0.279,0.336,1.734,8.111,0
balanced_3replicas_scenario0_1500rps,balanced_3,Baseline0,0,1500,1500.0060973747852,0.092,0.089,0.0,0.11,0.118,0.157,3.659,0
balanced_3replicas_scenario1_1500rps,balanced_3,Baseline1,1,1500,1500.0050262501754,0.092,0.09,0.0,0.11,0.118,0.149,3.526,0
balanced_3replicas_scenario2_1500rps,balanced_3,Baseline2,2,1500,1500.0053199963868,0.092,0.09,0.0,0.11,0.118,0.15,3.818,0
balanced_3replicas_scenario11_1500rps,balanced_3,1_iBench_CPU_pod,11,1500,1500.0022460700297,0.097,0.09,0.0,0.111,0.12,0.16,3.597,0
balanced_3replicas_scenario12_1500rps,balanced_3,2_iBench_CPU_pods,12,1500,1500.0047008980657,0.12,0.093,0.0,0.159,0.203,0.476,5.453,0
balanced_3replicas_scenario13_1500rps,balanced_3,3_iBench_CPU_pods,13,1500,1500.0054031944628,0.137,0.096,0.0,0.201,0.232,0.752,5.786,0
balanced_3replicas_scenario14_1500rps,balanced_3,4_iBench_CPU_pods,14,1500,1500.004986111996,0.151,0.097,0.0,0.203,0.244,1.669,5.906,0
balanced_3replicas_scenario21_1500rps,balanced_3,1_stress-ng_l3_pod,21,1500,1500.003988543939,0.118,0.11,0.0,0.162,0.179,0.244,3.809,0
balanced_3replicas_scenario22_1500rps,balanced_3,2_stress-ng_l3_pods,22,1500,1500.006290583638,0.214,0.148,0.0,0.447,0.522,0.666,4.243,0
balanced_3replicas_scenario23_1500rps,balanced_3,3_stress-ng_l3_pods,23,1500,1500.0017286186587,0.309,0.296,0.0,0.538,0.6,0.75,4.768,0
balanced_3replicas_scenario24_1500rps,balanced_3,4_stress-ng_l3_pods,24,1500,1499.9989570268103,0.499,0.431,0.0,0.831,1.158,2.275,9.636,0
balanced_3replicas_scenario31_1500rps,balanced_3,1_iBench_memBW_pod,31,1500,1500.0045253886528,0.097,0.093,0.0,0.119,0.131,0.169,4.643,0
balanced_3replicas_scenario32_1500rps,balanced_3,2_iBench_memBW_pods,32,1500,1500.0023771903495,0.102,0.096,0.0,0.128,0.142,0.201,4.047,0
balanced_3replicas_scenario33_1500rps,balanced_3,3_iBench_memBW_pods,33,1500,1500.0050691955787,0.116,0.103,0.0,0.167,0.193,0.261,3.787,0
balanced_3replicas_scenario34_1500rps,balanced_3,4_iBench_memBW_pods,34,1500,1500.005308518787,0.156,0.11,0.0,0.208,0.262,1.346,10.009,0
weighted_1_2replicas_scenario0_1500rps,weighted_1_2,Baseline0,0,1500,1500.0020798383648,0.09,0.087,0.0,0.107,0.115,0.146,3.944,0
weighted_1_2replicas_scenario1_1500rps,weighted_1_2,Baseline1,1,1500,1500.0045585221867,0.091,0.088,0.0,0.109,0.117,0.148,4.311,0
weighted_1_2replicas_scenario2_1500rps,weighted_1_2,Baseline2,2,1500,1500.002925672373,0.09,0.087,0.0,0.108,0.116,0.148,3.479,0
weighted_1_2replicas_scenario11_1500rps,weighted_1_2,1_iBench_CPU_pod,11,1500,1500.001784760457,0.098,0.088,0.0,0.11,0.121,0.177,6.054,0
weighted_1_2replicas_scenario12_1500rps,weighted_1_2,2_iBench_CPU_pods,12,1500,1500.0025122292077,0.106,0.088,0.0,0.112,0.128,0.286,6.276,0
weighted_1_2replicas_scenario13_1500rps,weighted_1_2,3_iBench_CPU_pods,13,1500,1500.0023198982913,0.119,0.09,0.0,0.151,0.196,0.579,4.53,0
weighted_1_2replicas_scenario14_1500rps,weighted_1_2,4_iBench_CPU_pods,14,1500,1500.0024253372549,0.187,0.11,0.0,0.232,0.291,2.32,7.275,0
weighted_1_2replicas_scenario21_1500rps,weighted_1_2,1_stress-ng_l3_pod,21,1500,1500.0019483025305,0.112,0.105,0.0,0.152,0.17,0.23,3.246,0
weighted_1_2replicas_scenario22_1500rps,weighted_1_2,2_stress-ng_l3_pods,22,1500,1500.002801680233,0.223,0.152,0.0,0.459,0.531,0.681,3.587,0
weighted_1_2replicas_scenario23_1500rps,weighted_1_2,3_stress-ng_l3_pods,23,1500,1500.001383167942,0.308,0.253,0.0,0.548,0.647,1.184,4.669,0
weighted_1_2replicas_scenario24_1500rps,weighted_1_2,4_stress-ng_l3_pods,24,1500,1500.0041971534106,0.485,0.423,0.0,0.787,1.067,2.003,8.459,0
