Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
3replicas_scenario0_100rps,3,Baseline0,0,100,100.00524423889489,0.321,0.334,0.0,0.471,0.579,0.647,2.47,0
3replicas_scenario1_100rps,3,Baseline1,1,100,100.0051375389295,0.316,0.33,0.0,0.456,0.568,0.647,1.243,0
3replicas_scenario2_100rps,3,Baseline2,2,100,100.00519700729703,0.319,0.332,0.0,0.458,0.571,0.648,1.01,0
3replicas_scenario11_100rps,3,1_iBench_CPU_pod,11,100,100.0052040563635,0.307,0.321,0.0,0.431,0.531,0.632,1.822,0
3replicas_scenario12_100rps,3,2_iBench_CPU_pods,12,100,100.00513738558041,0.314,0.326,0.0,0.441,0.541,0.636,2.034,0
3replicas_scenario13_100rps,3,3_iBench_CPU_pods,13,100,100.00513274732631,0.275,0.261,0.0,0.4,0.437,0.585,2.107,0
3replicas_scenario14_100rps,3,4_iBench_CPU_pods,14,100,100.00525632016338,0.249,0.215,0.0,0.385,0.423,0.559,2.313,0
3replicas_scenario21_100rps,3,1_stress-ng_l3_pod,21,100,100.00494645688448,0.348,0.343,0.0,0.465,0.525,0.617,3.93,0
3replicas_scenario22_100rps,3,2_stress-ng_l3_pods,22,100,100.00505597061546,0.536,0.424,0.0,0.932,0.979,1.07,2.192,0
3replicas_scenario23_100rps,3,3_stress-ng_l3_pods,23,100,100.00506440257986,0.661,0.754,0.0,0.942,0.982,1.105,1.962,0
3replicas_scenario24_100rps,3,4_stress-ng_l3_pods,24,100,100.0048457475791,0.955,0.927,0.0,1.516,1.591,1.75,2.853,0
3replicas_scenario31_100rps,3,1_iBench_memBW_pod,31,100,100.00509901443067,0.316,0.32,0.0,0.44,0.505,0.626,3.748,0
3replicas_scenario32_100rps,3,2_iBench_memBW_pods,32,100,100.00506555825247,0.333,0.338,0.0,0.446,0.493,0.614,4.158,0
3replicas_scenario33_100rps,3,3_iBench_memBW_pods,33,100,100.00499852484002,0.318,0.313,0.0,0.42,0.46,0.553,3.43,0
3replicas_scenario34_100rps,3,4_iBench_memBW_pods,34,100,100.00499433719936,0.39,0.371,0.0,0.567,0.618,0.749,4.504,0
3replicas_scenario0_500rps,3,Baseline0,0,500,500.0053298623698,0.098,0.093,0.0,0.114,0.127,0.189,2.587,0
3replicas_scenario1_500rps,3,Baseline1,1,500,500.00297884552475,0.098,0.093,0.0,0.114,0.128,0.187,3.491,0
3replicas_scenario2_500rps,3,Baseline2,2,500,500.00306660769695,0.098,0.093,0.0,0.115,0.129,0.189,3.292,0
3replicas_scenario11_500rps,3,1_iBench_CPU_pod,11,500,500.0052443050049,0.099,0.094,0.0,0.117,0.136,0.198,2.654,0
3replicas_scenario12_500rps,3,2_iBench_CPU_pods,12,500,500.00501307803916,0.102,0.095,0.0,0.124,0.156,0.217,3.563,0
3replicas_scenario13_500rps,3,3_iBench_CPU_pods,13,500,500.00405809682496,0.111,0.097,0.0,0.17,0.192,0.251,2.972,0
3replicas_scenario14_500rps,3,4_iBench_CPU_pods,14,500,500.004278417165,0.107,0.097,0.0,0.149,0.178,0.232,2.697,0
3replicas_scenario21_500rps,3,1_stress-ng_l3_pod,21,500,500.00382395702286,0.135,0.131,0.0,0.184,0.204,0.291,2.989,0
3replicas_scenario22_500rps,3,2_stress-ng_l3_pods,22,500,500.00481023516517,0.287,0.175,0.0,0.604,0.665,0.766,4.209,0
3replicas_scenario23_500rps,3,3_stress-ng_l3_pods,23,500,500.00404147711123,0.378,0.35,0.0,0.648,0.731,1.033,4.258,0
3replicas_scenario24_500rps,3,4_stress-ng_l3_pods,24,500,500.0012842894099,0.569,0.567,0.0,0.973,1.069,1.315,4.464,0
3replicas_scenario31_500rps,3,1_iBench_memBW_pod,31,500,500.0036608684704,0.108,0.1,0.0,0.139,0.156,0.227,2.514,0
3replicas_scenario32_500rps,3,2_iBench_memBW_pods,32,500,500.00494900176255,0.127,0.105,0.0,0.198,0.22,0.297,3.264,0
3replicas_scenario33_500rps,3,3_iBench_memBW_pods,33,500,500.00460935082515,0.135,0.119,0.0,0.205,0.244,0.366,3.066,0
3replicas_scenario34_500rps,3,4_iBench_memBW_pods,34,500,500.00326889081566,0.155,0.123,0.0,0.27,0.318,0.406,3.074,0
3replicas_scenario0_1000rps,3,Baseline0,0,1000,1000.0015683302374,0.096,0.092,0.0,0.112,0.123,0.169,2.904,0
3replicas_scenario1_1000rps,3,Baseline1,1,1000,1000.0012893294402,0.096,0.092,0.0,0.113,0.122,0.164,2.837,0
3replicas_scenario2_1000rps,3,Baseline2,2,1000,1000.0030151368687,0.096,0.092,0.0,0.112,0.122,0.165,3.187,0
3replicas_scenario11_1000rps,3,1_iBench_CPU_pod,11,1000,1000.0002568959377,0.098,0.094,0.0,0.117,0.129,0.17,3.778,0
3replicas_scenario12_1000rps,3,2_iBench_CPU_pods,12,1000,1000.0013396906836,0.096,0.092,0.0,0.112,0.123,0.172,3.441,0
3replicas_scenario13_1000rps,3,3_iBench_CPU_pods,13,1000,1000.0008342284737,0.136,0.105,0.0,0.216,0.239,0.288,3.677,0
3replicas_scenario14_1000rps,3,4_iBench_CPU_pods,14,1000,1000.0041258892451,0.109,0.095,0.0,0.169,0.202,0.26,2.931,0
3replicas_scenario21_1000rps,3,1_stress-ng_l3_pod,21,1000,1000.002623890218,0.126,0.117,0.0,0.175,0.193,0.261,4.211,0
3replicas_scenario22_1000rps,3,2_stress-ng_l3_pods,22,1000,1000.0023364221255,0.301,0.247,0.0,0.556,0.624,0.749,5.037,0
3replicas_scenario23_1000rps,3,3_stress-ng_l3_pods,23,1000,1000.0050409865224,0.336,0.307,0.0,0.576,0.623,0.749,5.046,0
3replicas_scenario24_1000rps,3,4_stress-ng_l3_pods,24,1000,1000.001680008378,0.497,0.476,0.0,0.77,0.878,1.08,4.329,0
3replicas_scenario31_1000rps,3,1_iBench_memBW_pod,31,1000,1000.0040072327245,0.104,0.098,0.0,0.131,0.146,0.194,3.806,0
3replicas_scenario32_1000rps,3,2_iBench_memBW_pods,32,1000,999.9998501611335,0.109,0.103,0.0,0.137,0.155,0.217,2.525,0
3replicas_scenario33_1000rps,3,3_iBench_memBW_pods,33,1000,1000.0045119536909,0.123,0.109,0.0,0.18,0.207,0.276,4.091,0
3replicas_scenario34_1000rps,3,4_iBench_memBW_pods,34,1000,1000.0033898448243,0.127,0.117,0.0,0.177,0.206,0.269,3.859,0
3replicas_scenario0_1500rps,3,Baseline0,0,1500,1500.0051615677612,0.094,0.092,0.0,0.111,0.12,0.159,2.39,0
3replicas_scenario1_1500rps,3,Baseline1,1,1500,1500.0046351777116,0.094,0.091,0.0,0.111,0.119,0.155,3.103,0
3replicas_scenario2_1500rps,3,Baseline2,2,1500,1500.0023242286013,0.094,0.092,0.0,0.111,0.12,0.158,3.675,0
3replicas_scenario11_1500rps,3,1_iBench_CPU_pod,11,1500,1500.0057315219,0.097,0.092,0.0,0.115,0.135,0.212,2.876,0
3replicas_scenario12_1500rps,3,2_iBench_CPU_pods,12,1500,1500.0036981509763,0.145,0.14,0.0,0.218,0.236,0.296,3.649,0
3replicas_scenario13_1500rps,3,3_iBench_CPU_pods,13,1500,1500.0008827149,0.122,0.098,0.0,0.204,0.224,0.269,2.826,0
3replicas_scenario14_1500rps,3,4_iBench_CPU_pods,14,1500,1500.0037862845575,0.168,0.179,0.0,0.231,0.248,0.304,3.983,0
3replicas_scenario21_1500rps,3,1_stress-ng_l3_pod,21,1500,1500.0048991700785,0.128,0.116,0.0,0.184,0.206,0.293,4.413,0
3replicas_scenario22_1500rps,3,2_stress-ng_l3_pods,22,1500,1500.0048019237056,0.227,0.147,0.0,0.539,0.621,0.758,3.693,0
3replicas_scenario23_1500rps,3,3_stress-ng_l3_pods,23,1500,1500.004686447975,0.419,0.347,0.0,0.76,0.869,1.119,7.467,0
3replicas_scenario24_1500rps,3,4_stress-ng_l3_pods,24,1500,1500.0058293649531,0.492,0.491,0.0,0.804,0.89,1.145,7.203,0
3replicas_scenario31_1500rps,3,1_iBench_memBW_pod,31,1500,1500.0047056528892,0.099,0.095,0.0,0.123,0.135,0.18,3.254,0
3replicas_scenario32_1500rps,3,2_iBench_memBW_pods,32,1500,1500.004165453234,0.109,0.102,0.0,0.141,0.169,0.233,2.245,0
3replicas_scenario33_1500rps,3,3_iBench_memBW_pods,33,1500,1500.0048179988087,0.116,0.106,0.0,0.159,0.188,0.25,2.912,0
3replicas_scenario34_1500rps,3,4_iBench_memBW_pods,34,1500,1500.001018409025,0.133,0.119,0.0,0.195,0.221,0.288,3.791,0
3replicas_scenario0_2000rps,3,Baseline0,0,2000,2000.003819496183,0.095,0.091,0.0,0.114,0.124,0.185,3.311,0
3replicas_scenario1_2000rps,3,Baseline1,1,2000,2000.003367650115,0.108,0.095,0.0,0.167,0.202,0.273,3.168,0
3replicas_scenario2_2000rps,3,Baseline2,2,2000,2000.0109555933457,0.096,0.093,0.0,0.116,0.126,0.169,3.008,0
3replicas_scenario11_2000rps,3,1_iBench_CPU_pod,11,2000,2000.0117115019125,0.097,0.091,0.0,0.117,0.138,0.222,4.984,0
3replicas_scenario12_2000rps,3,2_iBench_CPU_pods,12,2000,2000.0021651356772,0.119,0.096,0.0,0.206,0.232,0.303,4.879,0
3replicas_scenario13_2000rps,3,3_iBench_CPU_pods,13,2000,2000.001268889694,0.147,0.119,0.0,0.233,0.26,0.335,3.362,0
3replicas_scenario14_2000rps,3,4_iBench_CPU_pods,14,2000,2000.0098829488363,0.172,0.177,0.0,0.248,0.274,0.357,3.866,0
3replicas_scenario21_2000rps,3,1_stress-ng_l3_pod,21,2000,1999.999703865888,0.132,0.126,0.0,0.186,0.211,0.314,3.434,0
3replicas_scenario22_2000rps,3,2_stress-ng_l3_pods,22,2000,1999.9929857023778,0.341,0.264,0.0,0.682,0.784,0.961,5.147,0
3replicas_scenario23_2000rps,3,3_stress-ng_l3_pods,23,2000,2000.0107379909853,0.432,0.369,0.0,0.767,0.858,1.223,9.48,0
3replicas_scenario24_2000rps,3,4_stress-ng_l3_pods,24,2000,2000.0084206243423,0.438,0.381,0.0,0.811,0.938,1.317,9.21,0
3replicas_scenario31_2000rps,3,1_iBench_memBW_pod,31,2000,2000.0105229220324,0.102,0.097,0.0,0.128,0.144,0.213,4.021,0
