time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.005013208,,30430223142,30433810956,163539992,,,1450193939,656087076,164300996,122428647,35798541,58046050,26760143,7800802521,0,17004736871,365921340,107183
10.010314376,,30772398357,30801669003,182246832,,,1517548380,771447534,178673037,145220923,39379930,66708271,27727647,9074300946,0,17519428633,425157283,25381
15.015488878,,30769879243,30770205380,180703813,,,1517180858,768456311,177087299,146457742,39078150,66416096,26135576,8779951997,0,17571866730,437232571,24201
20.020007969,,30881820476,30870953474,184791060,,,1518496962,784255853,183010473,149851246,40810308,70056000,27339908,9165848783,0,17598348608,425986699,20604
25.025056219,,30878625458,30879484471,183504355,,,1518147110,766711324,182320129,146815497,40221506,67987208,27129485,9504813667,0,17620580411,429888103,23412
30.030056799,,30793840590,30750605216,187754580,,,1519054665,793704887,181682375,149744747,40322381,67657066,27552899,9607183706,0,17538285704,428131999,21092
35.035025199,,30986509116,30995429174,179583527,,,1518615980,749940403,173451087,142238940,38210131,66179967,26461051,9122595615,0,17689992069,430633840,20841
40.040018336,,30960296736,30958762036,182965792,,,1519019295,760546025,178407874,143620752,39672332,65669274,26547692,9558912941,0,17613487845,437649215,19539
45.045010235,,30980345249,30964969657,185238238,,,1518877621,780684543,176955371,146674598,39282545,65557481,26731668,8715770691,0,17653495103,435499762,20539
50.050007435,,30876987756,30903247587,183815775,,,1519019317,776324877,182546699,147698412,40623474,66529024,26751092,9305528953,0,17585534429,445551040,19808
55.055014981,,30893327978,30904337300,182098796,,,1518970747,774873167,177763091,147457881,39263130,65594603,26360908,9071859135,0,17561174439,458011873,20525
60.060033125,,30831995344,30825238583,185999771,,,1518970969,793404669,184421724,152351286,40947741,67742155,27081199,9301847043,0,17560645166,448322269,19837
65.001984406,,29599751797,29613230497,198651117,,,1476207945,868021588,191853041,159602331,40781300,74780673,31148340,10203946775,0,16965024955,485608220,37387
