time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004362873,,6498781815,6537179309,162837803,,,744867130,884096582,193920631,146483290,30061216,68421490,17125095,5184846724,0,4955976410,286754340,45708
10.009350088,,7877476155,7931154381,189079310,,,644686986,1119351139,255519965,170350749,36451968,79575939,18246858,8658647100,0,5879025670,322641261,33708
15.01435407,,7948836996,8037842561,189536442,,,644829098,1117385405,257557283,174772240,37235312,81639724,18711208,8929747755,0,6116559325,338715982,33563
20.019758276,,7848285958,7875570441,186260182,,,667296026,1091724254,247767139,172620224,36176040,79307193,18492442,8517097046,0,6197177369,354880665,31866
25.024341641,,7866085813,7862038628,184306806,,,632279126,1099403401,252330065,170505696,36296280,82362817,18618547,9036769653,0,6209361328,351729789,31665
30.029366086,,7972926738,7968731390,187815104,,,647313067,1139137479,259458257,178646559,37603446,86036755,19392524,9210858847,0,6349125363,357496889,33509
35.034632181,,7931593267,8013442630,190588602,,,648213100,1116685662,251780895,173519184,36340839,78973689,17695303,8371709557,0,5840829252,333902863,31999
40.039358942,,7919946811,7996380758,190181860,,,649258532,1123879227,253785192,173734293,36870753,83267280,18557500,8846371680,0,5970286344,334560183,34340
45.044341704,,7918005825,7920849111,186919671,,,642018802,1109316604,254325622,170638573,36381234,82178400,18777897,8927580057,0,5995662945,337538770,33971
50.049342384,,8120209080,8162943545,195061126,,,733247841,1137011121,254340083,179191952,37383298,84981721,20045781,8769667117,0,6403857470,368939526,33925
55.054589548,,7990016785,8161855840,191647843,,,653814736,1134726105,259758484,174776914,37203312,77297666,17397340,8362335122,0,5771340643,323830555,32865
60.059362794,,8123289920,8191252376,195444977,,,667614274,1148982437,259938708,176503047,37780737,83814030,19396096,9248024148,0,6315533061,358669233,33204
65.001051213,,1858113098,1810658753,43268146,,,163964455,241795812,56898423,37475855,8708034,18859928,4953042,2180487073,0,1456151199,74753938,6759
