time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004804156,,27356617380,27370596564,191685477,,,1346927856,806767465,188771576,145859790,37618285,69080848,30057004,9207882153,0,15715229348,394604919,72497
10.00946529,,29335562551,29342106184,232619877,,,1503688632,988000940,233150277,182018088,49161699,83000088,36254283,11854843256,0,17226280097,507968378,30316
15.014412818,,29213537794,29229880737,232215211,,,1499369283,1000368563,228403739,183181415,47235595,84527053,35829248,11539452012,0,17124223886,511882466,28338
20.019410216,,29263262947,29245525637,232057260,,,1500074045,994540726,231684244,183242137,49090362,84984460,35978001,11871679079,0,17110541503,507644991,26390
25.024412401,,29294492894,29310055130,231445511,,,1503480644,994573853,229487233,182795605,48130960,84187444,36832216,11925600570,0,17156351355,574803475,28860
30.029482023,,29226549037,29242134994,235128855,,,1504657806,998832551,232277081,183599255,46574568,83004834,36629256,12051083444,0,17192732887,674943162,26086
35.034423598,,29353867312,29366871016,230663597,,,1501890651,980581055,225621100,179157771,47085056,83831085,36747727,11732080151,0,17190689607,733172698,28877
40.039452541,,29334583167,29363314710,231956351,,,1506441848,985684078,232645573,181554984,49137759,82904012,35656022,12115816066,0,17193906298,753018395,27472
45.044410269,,29385414950,29376505091,232817560,,,1505714813,986562910,232479211,182783842,48162811,85424816,36754893,12260852679,0,17137774415,746554845,27606
50.049410846,,29391498071,29408319471,232471532,,,1506318395,983024237,232533475,181928055,47922230,84026237,36373162,12219999590,0,17184092216,691307444,26423
55.054481344,,29227100383,29246746261,231452904,,,1506591297,979223409,233732115,178936584,49034152,85482781,36652307,12216500043,0,17087242925,701246070,28834
60.059472499,,29282823359,29289354776,235867786,,,1508395896,977432030,233200355,179283238,49321912,84603243,36924145,12444828345,0,17107879925,683165266,26406
65.000875863,,15436388959,15476070922,68207664,,,923806477,283654818,74536212,50702440,14681923,25921622,11515469,3328563426,0,8486947709,251072297,41533
