time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004827431,,7997599899,8012171785,75858639,,,1419438597,986639219,490575701,73158790,31248806,283401531,270786738,33827208781,0,7286327051,152387196,50301
10.010873789,,8013597833,8058062858,82321498,,,1503041542,1011164355,480092369,81070114,35827250,303413304,289921505,41142842094,0,7256070254,169313824,7957
15.016913255,,8289638513,8317646548,87166831,,,1502023229,1048407736,480489033,87258464,35290227,306903739,289366787,40497208692,0,7446739153,180050731,4248
20.022845992,,8389634250,8410018707,87657581,,,1502491402,1021743139,481230917,84616984,35852615,306008916,289526691,40222555268,0,7439010932,178003330,6462
25.028837283,,8079704642,8112740825,81942239,,,1503845520,1022762572,479903822,81081347,35209810,301435457,286135477,41365981797,0,7317789693,167050204,4892
30.033860683,,8114794565,8133337042,82234289,,,1501086105,1012714462,479105787,80758005,35049096,299942336,287659110,40495220803,0,7239645523,164096080,3548
35.04060999,,8067587747,8096519253,79457488,,,1503313604,1023655221,478477945,81337054,34544052,304319488,288060340,40974516151,0,7289371082,166287240,3496
40.045837863,,8350428475,8381782197,89232515,,,1502410630,1024620039,482123180,85719635,35449876,305275551,289646333,38359629059,0,7441655407,182085525,6021
45.051865097,,8192071712,8217584816,85947420,,,1502981066,1040203552,480587947,85210283,34629733,310038872,290639168,39709778418,0,7400892925,179185520,3436
50.05794834,,8075621886,8089029556,79253091,,,1504006839,1016831083,481453721,80046236,35293173,301943846,285751143,41977490668,0,7210919672,164768012,6122
55.063854175,,8175029447,8227537769,81845913,,,1502234505,1032604723,481203871,82807987,34973816,303705951,286617878,41539727198,0,7335707121,167399476,3706
60.069882106,,8338497812,8376794105,88575075,,,1499152780,1031461000,480047461,84999806,35738929,305336788,288004012,41005261532,0,7411687081,179819330,4991
65.005319953,,7961334749,7982713825,73055378,,,1477485924,988467872,469769389,72688325,29643623,306290058,290369686,35552355762,0,7147847785,149251298,4164
