time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004661416,,15154786854,15157784562,152558449,,,973703843,3103676045,386490175,151210123,53291010,1327559221,97033112,26535680284,0,13630108749,301321468,38364
10.010161231,,15649315075,15630337366,185353338,,,1145272956,3099057711,468542132,183996111,64156356,1471500245,110434008,30816696377,0,13804389286,352080361,19128
15.015102687,,15326423421,15322420960,187107979,,,1156872958,3027363380,472712324,185832111,65050115,1511679317,112506962,32374505537,0,13513938141,354650226,18063
20.020101577,,15339470992,15400258188,185167138,,,1141939899,3083723057,471069445,185273413,64215472,1498967152,110713034,30710797902,0,13558955943,347640061,17618
25.025154434,,15275515651,15341625136,181602355,,,1130821208,3074154500,468639872,185088750,64192065,1487086620,108502609,30899964559,0,13581474529,344941852,18166
30.031179769,,15425452518,15475158345,187699677,,,1155300813,3085033592,475522873,187041046,65533824,1508518174,112058614,31664458232,0,13577510632,351292003,17985
35.036844653,,15409748197,15472543690,182491337,,,1125217575,3102759817,460843843,183197211,62758742,1528003352,110615795,31138186645,0,13697819493,349381365,19165
40.042148902,,15446896823,15474949120,185733713,,,1140445466,3079594899,468995293,185107911,64661978,1516850124,107659822,30305700664,0,13630174733,346096436,18742
45.048270355,,15409917944,15480032673,185378103,,,1142597025,3108631750,472044161,185327266,64561010,1533575659,110747949,31600230743,0,13552133621,346596372,18767
50.053111206,,15272011409,15307907600,187699707,,,1172178897,3008612089,480663108,186055363,66975963,1548775404,114532627,33495907969,0,13514095733,363150215,18795
55.058184741,,15228983354,15293847026,181616271,,,1130217885,3058399995,465574849,183506038,63739059,1513568951,109694559,30680785689,0,13590380239,343652823,18112
60.064122722,,15329778476,15371524698,190367358,,,1172612075,3029766919,481416950,187440480,66877658,1523183744,114654509,32572376703,0,13664465678,363280178,18098
65.001194501,,9037712270,9065569391,51053767,,,359002379,2010716629,123160428,52722880,17419940,662862773,27540768,6947977726,0,8394932359,106545247,15484
