time,task-clock,branches,branch-instructions,branch-misses,stalled-cycles-frontend,stalled-cycles-backend,bus-cycles,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cycle_activity.stalls_l3_miss,mem-loads,mem-stores,dtlb_load_misses.stlb_hit,page-faults
5.004971815,,9788231229,9812880810,132062892,,,1276019368,1661378369,497700762,101405737,36322814,557270528,337197784,31395142281,0,8358115459,275385146,56053
10.011159207,,8564037780,8567640319,162024401,,,1472365832,1107104122,511539621,122471088,42545200,388662659,328552470,37951450856,0,6607823964,339894770,11656
15.017164206,,8622254740,8628308923,162895317,,,1478673616,1129297636,514070420,124003657,43645329,409076967,325961664,38860510135,0,6641387490,329501795,9731
20.024172485,,9012455044,9042970258,156989613,,,1479312316,1235991376,513939018,121399609,45124369,536402948,317049031,39215626071,0,7015733641,329307593,8316
25.030179497,,8927255739,8933404702,156276946,,,1474569440,1249679647,515035363,122376195,44958513,520457493,317185053,38932465267,0,7015510931,327109764,7516
30.037160057,,8775773392,8733234542,158250253,,,1476273737,1155812909,512983811,120680881,43816175,454156734,323647595,38811654905,0,6726426442,329832509,8618
35.042173267,,8509012643,8555894416,157405600,,,1476158923,1143944231,511905127,120918842,42821618,430606209,327124614,38072163174,0,6565636628,328084809,7434
40.047158138,,9277895566,9336669341,148104173,,,1475466269,1421133439,513574092,119692693,46485014,724884635,309314315,39501766707,0,7572795966,310734515,7805
45.053149086,,8538859468,8521386323,157793663,,,1464842341,1124086441,512234908,118540003,42188345,434137487,326024111,38153047446,0,6639617140,325490996,7507
50.058287562,,8852149499,8861545636,149764707,,,1445399526,1263971975,514722236,116345807,43621826,576012198,316519721,38078828564,0,7014262708,311272635,6880
55.064179456,,8387451045,8394257697,155520684,,,1464308538,1117098240,512228242,119017061,42520356,416530098,326881572,38222258536,0,6504632366,325549432,8300
60.070206327,,8996690534,9009018530,156890127,,,1463318019,1222956376,513693397,120749397,44437422,532360853,317640185,38440244411,0,7047292811,333811131,9110
65.001894243,,9502851611,9501597316,149991212,,,1443342475,1332548135,506421552,117159624,43074735,620830964,306786870,37753431938,0,7525432669,332787374,7716
