Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
4replicas_scenario1_4000rps,4,Baseline1,1,4000,3999.98423164026,0.096,0.086,0.0,0.13,0.15,0.268,3.496,0
4replicas_scenario0_4500rps,4,Baseline0,0,4500,4499.985257775785,0.099,0.087,0.0,0.137,0.162,0.28,6.29,0
4replicas_scenario1_4500rps,4,Baseline1,1,4500,4500.00524300886,0.097,0.087,0.0,0.132,0.152,0.251,3.545,0
4replicas_scenario0_5000rps,4,Baseline0,0,5000,5000.0050205883745,0.099,0.087,0.0,0.142,0.166,0.274,4.881,0
4replicas_scenario1_5000rps,4,Baseline1,1,5000,5000.001697556132,0.096,0.084,0.0,0.134,0.155,0.289,3.208,0
4replicas_scenario0_5500rps,4,Baseline0,0,5500,5499.978114920648,0.102,0.088,0.0,0.146,0.173,0.354,3.244,0
4replicas_scenario1_5500rps,4,Baseline1,1,5500,5500.008163537204,0.105,0.09,0.0,0.146,0.172,0.396,3.711,0
4replicas_scenario0_6000rps,4,Baseline0,0,6000,6000.025814802665,0.104,0.09,0.0,0.149,0.175,0.346,3.738,0
4replicas_scenario1_6000rps,4,Baseline1,1,6000,5999.993940178287,0.107,0.092,0.0,0.15,0.176,0.392,5.692,0
4replicas_scenario0_6500rps,4,Baseline0,0,6500,6500.005368891268,0.109,0.096,0.0,0.152,0.18,0.391,2.979,0
4replicas_scenario1_6500rps,4,Baseline1,1,6500,6499.964277785303,0.107,0.095,0.0,0.149,0.174,0.376,3.513,0
4replicas_scenario0_7000rps,4,Baseline0,0,7000,6999.966694270746,0.116,0.1,0.0,0.164,0.194,0.463,4.915,0
4replicas_scenario1_7000rps,4,Baseline1,1,7000,6999.970018311748,0.113,0.098,0.0,0.157,0.184,0.472,3.867,0
