Test_ID,Replicas,Interference_Name,Interference_ID,Given_RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Errors
2replicas_scenario0_500rps,2,Baseline0,0,500,500.00543938972885,0.088,0.084,0.0,0.101,0.11,0.159,2.814,0
2replicas_scenario1_500rps,2,Baseline1,1,500,500.0046696186103,0.088,0.084,0.0,0.101,0.109,0.157,4.003,0
2replicas_scenario2_500rps,2,Baseline2,2,500,500.0039468950446,0.088,0.084,0.0,0.101,0.109,0.158,3.146,0
2replicas_scenario11_500rps,2,1_iBench_CPU_pod,11,500,500.00503073950506,0.105,0.086,0.0,0.115,0.149,0.242,3.916,0
2replicas_scenario12_500rps,2,2_iBench_CPU_pods,12,500,500.0036084177078,0.123,0.088,0.0,0.127,0.158,1.422,4.459,0
2replicas_scenario13_500rps,2,3_iBench_CPU_pods,13,500,500.0029316921896,0.154,0.095,0.0,0.172,0.204,2.004,5.798,0
2replicas_scenario14_500rps,2,4_iBench_CPU_pods,14,500,500.0052039930514,0.156,0.093,0.0,0.16,0.199,2.331,6.346,0
2replicas_scenario21_500rps,2,1_stress-ng_l3_pod,21,500,500.00489692295923,0.109,0.104,0.0,0.14,0.157,0.231,3.187,0
2replicas_scenario22_500rps,2,2_stress-ng_l3_pods,22,500,500.0054536983739,0.191,0.134,0.0,0.401,0.455,0.598,3.437,0
2replicas_scenario23_500rps,2,3_stress-ng_l3_pods,23,500,500.0036838326966,0.355,0.229,0.0,0.71,0.917,1.654,4.264,0
2replicas_scenario24_500rps,2,4_stress-ng_l3_pods,24,500,500.00484443582553,0.594,0.487,0.0,1.044,1.621,2.427,6.084,0
2replicas_scenario31_500rps,2,1_iBench_memBW_pod,31,500,500.00415030944987,0.095,0.09,0.0,0.118,0.13,0.179,2.547,0
2replicas_scenario32_500rps,2,2_iBench_memBW_pods,32,500,500.0050248143859,0.11,0.094,0.0,0.161,0.186,0.273,3.89,0
2replicas_scenario33_500rps,2,3_iBench_memBW_pods,33,500,500.00536409643536,0.113,0.103,0.0,0.153,0.183,0.288,4.426,0
2replicas_scenario34_500rps,2,4_iBench_memBW_pods,34,500,500.00396163972226,0.156,0.11,0.0,0.18,0.24,1.737,5.991,0
2replicas_scenario0_1000rps,2,Baseline0,0,1000,1000.0030678538561,0.088,0.085,0.0,0.102,0.111,0.144,3.279,0
2replicas_scenario1_1000rps,2,Baseline1,1,1000,1000.0033901003817,0.087,0.084,0.0,0.1,0.107,0.139,3.142,0
2replicas_scenario2_1000rps,2,Baseline2,2,1000,1000.0027363352652,0.086,0.084,0.0,0.099,0.106,0.14,3.2,0
