Test_ID,Minute,Time,RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Min_Latency,Errors
FinalTest,1,2025-09-15T13:13:27.770526+00:00,500,499.9970990367986,0.092,0.087,0.0,0.103,0.122,0.203,3.533,0.061,1
FinalTest,2,2025-09-15T13:14:27.968220+00:00,650,650.0127624264123,0.085,0.081,0.0,0.094,0.105,0.151,3.807,0.06,0
FinalTest,3,2025-09-15T13:15:28.209315+00:00,800,800.0215102716825,0.086,0.081,0.0,0.094,0.106,0.163,3.586,0.057,0
FinalTest,4,2025-09-15T13:16:28.493297+00:00,950,950.0019376081185,0.092,0.086,0.0,0.11,0.125,0.181,4.654,0.056,0
FinalTest,5,2025-09-15T13:17:28.874519+00:00,1100,1100.0115395610546,0.094,0.087,0.0,0.109,0.123,0.201,6.179,0.049,0
FinalTest,6,2025-09-15T13:18:29.293702+00:00,1300,1300.0140588937054,0.11,0.097,0.0,0.149,0.179,0.292,5.258,0.047,0
FinalTest,7,2025-09-15T13:19:29.775444+00:00,1500,1500.0019040024167,0.117,0.102,0.0,0.16,0.195,0.347,4.285,0.05,0
FinalTest,8,2025-09-15T13:20:30.361449+00:00,1700,1700.0103085508426,0.125,0.106,0.0,0.182,0.216,0.36,5.47,0.052,0
FinalTest,9,2025-09-15T13:21:30.972593+00:00,1900,1900.0024236710185,0.122,0.103,0.0,0.173,0.216,0.375,5.7,0.048,0
FinalTest,10,2025-09-15T13:22:31.644133+00:00,2100,2100.002622973276,0.125,0.106,0.0,0.171,0.206,0.368,9.685,0.052,0
FinalTest,11,2025-09-15T13:23:32.328395+00:00,2300,2300.0104721152316,0.127,0.107,0.0,0.17,0.205,0.376,13.579,0.047,0
FinalTest,12,2025-09-15T13:24:33.168753+00:00,2500,2500.0030675454304,0.125,0.109,0.0,0.165,0.199,0.412,11.654,0.046,0
FinalTest,13,2025-09-15T13:25:34.083509+00:00,2700,2700.010242803857,0.14,0.117,0.0,0.196,0.243,0.518,17.4,0.049,0
FinalTest,14,2025-09-15T13:26:34.966038+00:00,2900,2900.018014095622,0.146,0.122,0.0,0.209,0.269,0.544,6.034,0.043,0
FinalTest,15,2025-09-15T13:27:35.930055+00:00,3100,3100.0155781995304,0.137,0.121,0.0,0.187,0.228,0.485,5.783,0.046,0
FinalTest,16,2025-09-15T13:28:37.006088+00:00,3300,3299.907205667713,0.165,0.123,0.0,0.206,0.263,0.736,28.647,0.045,1
FinalTest,17,2025-09-15T13:29:38.119691+00:00,3500,3500.042746185177,0.205,0.139,0.0,0.223,0.271,1.5,60.004,0.044,0
FinalTest,18,2025-09-15T13:30:39.265135+00:00,3700,3699.9943552465184,0.238,0.142,0.0,0.215,0.253,0.904,89.913,0.044,0
FinalTest,19,2025-09-15T13:31:40.480855+00:00,3900,3900.002565362391,0.228,0.156,0.0,0.243,0.303,1.879,49.45,0.042,0
FinalTest,20,2025-09-15T13:32:41.761368+00:00,4000,3999.955696670237,0.412,0.159,0.0,0.3,0.443,4.137,138.877,0.044,0
FinalTest,21,2025-09-15T13:33:43.026988+00:00,3800,3799.9051467521604,0.185,0.152,0.0,0.278,0.354,0.841,9.392,0.046,1
FinalTest,22,2025-09-15T13:34:44.174850+00:00,3600,3600.0803023461053,0.173,0.143,0.0,0.254,0.317,0.818,6.741,0.046,0
FinalTest,23,2025-09-15T13:35:45.454991+00:00,3400,3399.9986324638835,0.182,0.13,0.0,0.22,0.272,1.05,38.875,0.043,0
FinalTest,24,2025-09-15T13:36:46.472906+00:00,3200,3200.004317459952,0.143,0.124,0.0,0.192,0.221,0.509,14.58,0.047,0
FinalTest,25,2025-09-15T13:37:47.382672+00:00,3000,3000.0031059532157,0.181,0.12,0.0,0.186,0.216,0.568,65.761,0.046,0
FinalTest,26,2025-09-15T13:38:48.242323+00:00,2800,2800.007477937816,0.161,0.126,0.0,0.26,0.333,0.602,10.103,0.045,0
FinalTest,27,2025-09-15T13:39:49.070956+00:00,2600,2600.0009401497,0.143,0.115,0.0,0.222,0.281,0.534,4.737,0.046,0
FinalTest,28,2025-09-15T13:40:49.787537+00:00,2400,2400.015268777139,0.133,0.115,0.0,0.182,0.228,0.432,19.616,0.048,0
FinalTest,29,2025-09-15T13:41:50.611262+00:00,2200,2199.8666985647337,0.138,0.113,0.0,0.209,0.247,0.442,13.682,0.05,1
FinalTest,30,2025-09-15T13:42:51.216010+00:00,2000,2000.0111194878164,0.115,0.099,0.0,0.159,0.197,0.315,5.7,0.048,0
