Test_ID,Minute,Time,RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Min_Latency,Errors
FinalTest,1,2025-07-24T15:54:00.822854+00:00,500,500.00998184093703,0.092,0.087,0.0,0.103,0.12,0.205,2.544,0.06,0
FinalTest,2,2025-07-24T15:55:01.019781+00:00,650,650.0185723956523,0.085,0.082,0.0,0.095,0.105,0.15,3.003,0.06,0
FinalTest,3,2025-07-24T15:56:01.263345+00:00,800,800.0154529384859,0.086,0.082,0.0,0.096,0.106,0.159,3.405,0.058,0
FinalTest,4,2025-07-24T15:57:01.548866+00:00,950,950.0015156799183,0.092,0.087,0.0,0.11,0.124,0.177,3.283,0.057,0
FinalTest,5,2025-07-24T15:58:01.931518+00:00,1100,1099.9846395467598,0.097,0.088,0.0,0.115,0.151,0.238,2.939,0.053,1
FinalTest,6,2025-07-24T15:59:02.331650+00:00,1300,1300.003978293841,0.095,0.087,0.0,0.113,0.125,0.2,17.677,0.051,0
FinalTest,7,2025-07-24T16:00:02.844470+00:00,1500,1500.0141046826268,0.123,0.089,0.0,0.125,0.169,1.285,13.844,0.051,0
FinalTest,8,2025-07-24T16:01:03.416590+00:00,1700,1700.0043494387694,0.217,0.166,0.0,0.282,0.343,2.398,7.887,0.052,0
FinalTest,9,2025-07-24T16:02:03.991009+00:00,1900,1900.0156719484062,0.139,0.097,0.0,0.166,0.226,1.302,7.367,0.05,0
FinalTest,10,2025-07-24T16:03:04.727032+00:00,2100,2100.008684498172,0.11,0.098,0.0,0.142,0.172,0.286,3.864,0.05,0
FinalTest,11,2025-07-24T16:04:05.476872+00:00,2300,2299.998806651972,0.176,0.122,0.0,0.281,0.348,1.152,6.048,0.051,0
FinalTest,12,2025-07-24T16:05:06.274148+00:00,2500,2500.0102344585644,0.232,0.147,0.0,0.346,0.441,2.409,12.374,0.047,0
FinalTest,13,2025-07-24T16:06:07.186517+00:00,2700,2700.0126661478994,0.146,0.109,0.0,0.201,0.273,0.845,7.026,0.05,0
FinalTest,14,2025-07-24T16:07:08.058705+00:00,2900,2899.7452407079395,0.205,0.133,0.0,0.327,0.419,1.538,35.35,0.045,1
FinalTest,15,2025-07-24T16:08:09.013514+00:00,3100,3100.0102134486497,0.135,0.115,0.0,0.169,0.202,0.627,4.483,0.042,0
FinalTest,16,2025-07-24T16:09:09.997657+00:00,3300,3299.9949350577735,0.159,0.125,0.0,0.188,0.231,0.904,27.843,0.046,1
FinalTest,17,2025-07-24T16:10:11.058353+00:00,3500,3500.003425337041,0.223,0.143,0.0,0.256,0.402,1.737,49.31,0.045,0
FinalTest,18,2025-07-24T16:11:12.221168+00:00,3700,3700.0053851880198,0.15,0.134,0.0,0.198,0.226,0.681,6.663,0.042,0
FinalTest,19,2025-07-24T16:12:13.383374+00:00,3900,3900.008569533875,0.184,0.146,0.0,0.217,0.3,1.466,6.069,0.043,0
FinalTest,20,2025-07-24T16:13:14.691657+00:00,4000,4000.0461278652724,0.316,0.16,0.0,0.264,0.372,2.914,97.418,0.048,0
FinalTest,21,2025-07-24T16:14:15.882774+00:00,3800,3800.014723552868,0.314,0.165,0.0,0.477,0.709,3.03,47.792,0.046,0
FinalTest,22,2025-07-24T16:15:17.084176+00:00,3600,3600.015524432152,0.201,0.139,0.0,0.263,0.465,2.023,8.156,0.043,0
FinalTest,23,2025-07-24T16:16:18.094474+00:00,3400,3400.0069893943682,0.223,0.144,0.0,0.388,0.503,1.859,7.651,0.044,0
FinalTest,24,2025-07-24T16:17:19.104893+00:00,3200,3199.96952504072,0.467,0.233,0.0,0.512,0.718,5.099,97.475,0.047,0
FinalTest,25,2025-07-24T16:18:20.112973+00:00,3000,2999.958396731354,0.419,0.218,0.0,0.462,0.629,3.361,99.796,0.047,0
FinalTest,26,2025-07-24T16:19:20.957593+00:00,2800,2800.016065736552,0.23,0.142,0.0,0.356,0.438,1.883,41.851,0.048,0
FinalTest,27,2025-07-24T16:20:21.744045+00:00,2600,2600.005687205353,0.141,0.109,0.0,0.234,0.305,0.514,4.896,0.05,0
FinalTest,28,2025-07-24T16:21:22.544562+00:00,2400,2400.015742783264,0.177,0.118,0.0,0.28,0.351,1.414,12.421,0.048,0
FinalTest,29,2025-07-24T16:22:23.291604+00:00,2200,2200.0032110070274,0.167,0.115,0.0,0.256,0.316,1.179,6.453,0.049,0
FinalTest,30,2025-07-24T16:23:23.886432+00:00,2000,2000.0137970101523,0.192,0.145,0.0,0.283,0.327,1.4,6.79,0.052,0
