Test_ID,Minute,Time,RPS,Throughput,Avg_Latency,P50_Latency,P75_Latency,P90_Latency,P95_Latency,P99_Latency,Max_Latency,Min_Latency,Errors
FinalTest,1,2025-09-17T14:10:50.839304+00:00,500,500.0139083952095,0.152,0.098,0.0,0.322,0.405,0.538,3.544,0.061,0
FinalTest,2,2025-09-17T14:11:51.080837+00:00,650,650.0151311930605,0.138,0.092,0.0,0.266,0.352,0.487,4.018,0.06,0
FinalTest,3,2025-09-17T14:12:51.400598+00:00,800,800.0006855339208,0.186,0.092,0.0,0.326,0.473,2.151,4.327,0.06,0
FinalTest,4,2025-09-17T14:13:51.728108+00:00,950,950.0052128211036,0.226,0.131,0.0,0.379,0.52,2.331,7.919,0.055,0
FinalTest,5,2025-09-17T14:14:52.079829+00:00,1100,1099.9323517936643,0.152,0.107,0.0,0.273,0.333,0.509,13.438,0.053,1
FinalTest,6,2025-09-17T14:15:52.499598+00:00,1300,1300.0140980121441,0.169,0.103,0.0,0.293,0.449,1.022,10.766,0.052,0
FinalTest,7,2025-09-17T14:16:53.056910+00:00,1500,1500.0071631471303,0.192,0.104,0.0,0.395,0.65,1.219,12.252,0.05,0
FinalTest,8,2025-09-17T14:17:53.617264+00:00,1700,1700.0082194547406,0.186,0.111,0.0,0.25,0.4,1.43,36.95,0.055,0
FinalTest,9,2025-09-17T14:18:54.265397+00:00,1900,1899.9753749504678,0.173,0.125,0.0,0.266,0.356,1.077,6.968,0.049,1
FinalTest,10,2025-09-17T14:19:55.006140+00:00,2100,2100.014775843964,0.195,0.132,0.0,0.301,0.416,1.409,6.434,0.05,0
FinalTest,11,2025-09-17T14:20:55.900411+00:00,2300,2300.0058114630174,0.181,0.136,0.0,0.292,0.395,0.858,11.26,0.049,0
FinalTest,12,2025-09-17T14:21:56.781889+00:00,2500,2500.0090725288906,0.225,0.154,0.0,0.367,0.494,1.505,17.94,0.048,0
FinalTest,13,2025-09-17T14:22:57.647975+00:00,2700,2700.0118144416965,0.201,0.131,0.0,0.301,0.475,1.388,28.683,0.047,0
FinalTest,14,2025-09-17T14:23:58.622473+00:00,2900,2900.000880221875,0.266,0.138,0.0,0.331,0.582,2.238,69.754,0.048,0
FinalTest,15,2025-09-17T14:24:59.582497+00:00,3100,3100.0076805273625,0.29,0.148,0.0,0.378,0.686,2.64,63.564,0.047,0
FinalTest,16,2025-09-17T14:26:00.751513+00:00,3300,3299.801863618268,0.268,0.182,0.0,0.449,0.568,1.939,13.317,0.047,1
FinalTest,17,2025-09-17T14:27:01.847397+00:00,3500,3500.0077804589623,0.232,0.158,0.0,0.327,0.474,1.724,24.704,0.044,0
FinalTest,18,2025-09-17T14:28:03.184797+00:00,3700,3699.968229606135,0.487,0.154,0.0,0.267,0.431,3.708,155.344,0.046,0
FinalTest,19,2025-09-17T14:29:04.620888+00:00,3900,3899.9968108773123,0.606,0.201,0.0,1.051,2.42,7.586,64.289,0.048,0
FinalTest,20,2025-09-17T14:30:05.928936+00:00,4000,3999.9706843817385,0.864,0.398,0.0,0.962,3.176,9.769,108.794,0.05,0
FinalTest,21,2025-09-17T14:31:07.279802+00:00,3800,3799.9957979013134,0.647,0.38,0.0,0.882,2.071,6.032,44.834,0.049,0
FinalTest,22,2025-09-17T14:32:08.445571+00:00,3600,3600.007471467583,0.428,0.18,0.0,0.428,0.712,3.998,99.13,0.046,0
FinalTest,23,2025-09-17T14:33:09.577204+00:00,3400,3400.017598476956,0.194,0.153,0.0,0.311,0.387,0.78,14.121,0.043,0
FinalTest,24,2025-09-17T14:34:10.764090+00:00,3200,3199.9210909592052,0.352,0.161,0.0,0.379,0.51,3.069,100.685,0.047,0
FinalTest,25,2025-09-17T14:35:11.794509+00:00,3000,3000.001000789227,0.285,0.149,0.0,0.319,0.434,2.135,96.442,0.046,0
FinalTest,26,2025-09-17T14:36:12.722355+00:00,2800,2800.0098365278895,0.239,0.166,0.0,0.386,0.484,1.823,16.617,0.046,0
FinalTest,27,2025-09-17T14:37:13.633042+00:00,2600,2599.999916808936,0.356,0.182,0.0,0.416,0.607,3.202,80.5,0.051,0
FinalTest,28,2025-09-17T14:38:14.488945+00:00,2400,2400.011947355775,0.184,0.128,0.0,0.243,0.333,1.615,5.63,0.048,0
FinalTest,29,2025-09-17T14:39:15.169891+00:00,2200,2200.004764479174,0.131,0.11,0.0,0.173,0.209,0.423,15.106,0.047,0
FinalTest,30,2025-09-17T14:40:15.813811+00:00,2000,2000.0299691490682,0.123,0.106,0.0,0.172,0.208,0.347,5.33,0.049,0
